Comarca,Garantía_juv,Servei_Ocu,Cod_com,Personas,Municipi,Any,Import
Barcelonès,N,CIF,13,120,"Hospitalet de Llobregat, l'",'19,249926.13
Vallès Occidental,N,ACOL,40,1,Sant Cugat del Vallès,'19,19379.2
Vallès Oriental,N,DONA,41,14,Granollers,'19,270664.4
Baix Llobregat,N,AMAP,11,15,Viladecans,'19,24132
Baix Llobregat,N,PRMI,11,8,"Prat de Llobregat, el",'19,97457.6
Baix Llobregat,N,DONA,11,1,Vallirana,'19,19217.2
Baix Llobregat,S,REFE,11,1,Martorell,'19,36639
Vallès Occidental,N,ARIF,40,125,Cerdanyola del Vallès,'19,64850
Baix Llobregat,S,JENP,11,3,Molins de Rei,'19,33000
Vallès Occidental,N,FOQ,40,75,Montcada i Reixac,'19,144453
Baix Llobregat,S,JENP,11,5,Gavà,'19,55000
Barcelonès,S,TLN,13,76,Barcelona,'19,773499
Barcelonès,N,CIF,13,572,"Hospitalet de Llobregat, l'",'19,328374.13
Vallès Occidental,S,PSGJ,40,1,Castellar del Vallès,'19,5400
Vallès Occidental,N,COOR,40,1,Barberà del Vallès,'19,34067.24
Barcelonès,N,FOQ,13,1110,"Hospitalet de Llobregat, l'",'19,3160188
Barcelonès,N,COOR,13,3,Barcelona,'19,102201.72
Vallès Occidental,N,PRMI,40,6,Terrassa,'19,59908.8
Vallès Oriental,S,JENP,41,3,Lliçà d'Amunt,'19,33000
Vallès Occidental,N,UBIC,40,136,Terrassa,'19,255035.1
Vallès Occidental,N,TRFO,40,20,Sant Cugat del Vallès,'19,290256
Vallès Occidental,S,JENP,40,5,Santa Perpètua de Mogoda,'19,55000
Vallès Occidental,N,30P,40,1,Ullastrell,'19,2575.65
Baix Llobregat,N,PRMI,11,5,Sant Andreu de la Barca,'19,49186
Baix Llobregat,N,FI45,11,1,Abrera,'19,12600
Vallès Occidental,N,DONA,40,4,Cerdanyola del Vallès,'19,78611.2
Baix Llobregat,N,AODL,11,4,Sant Feliu de Llobregat,'19,144000
Barcelonès,N,CIF,13,180,Barcelona,'19,244533.25
Vallès Oriental,N,FOQ,41,315,Mollet del Vallès,'19,831299.55
Barcelonès,N,ENFE,13,28,Badalona,'19,783383.14
Vallès Occidental,N,REEM,40,13,Rubí,'19,3744.72
Baix Llobregat,N,ARIF,11,125,"Prat de Llobregat, el",'19,64850
Baix Llobregat,N,IPIS,11,125,Sant Boi de Llobregat,'19,60000
Baix Llobregat,S,JENP,11,1,Torrelles de Llobregat,'19,11000
Baix Llobregat,N,FOQ,11,15,Sant Andreu de la Barca,'19,65650.5
Baix Llobregat,S,JENP,11,10,Esplugues de Llobregat,'19,110000
Vallès Oriental,N,FI45,41,2,Parets del Vallès,'19,25200
Vallès Oriental,N,AMAP,41,45,Granollers,'19,89955
Barcelonès,N,COOR,13,1,Sant Adrià de Besòs,'19,34067.24
Baix Llobregat,N,FOQ,11,75,Pallejà,'19,127885.5
Vallès Oriental,N,AODL,41,1,Mollet del Vallès,'19,36000
Baix Llobregat,N,UBIC,11,72,Sant Boi de Llobregat,'19,134529.63
Vallès Occidental,N,REEM,40,13,Cerdanyola del Vallès,'19,3744.72
Vallès Occidental,N,PRMI,40,6,Ripollet,'19,60421.8
Vallès Oriental,N,FI45,41,1,Granollers,'19,7875
Baix Llobregat,N,ACOL,11,1,Sant Vicenç dels Horts,'19,19202.8
Baix Llobregat,N,PRMI,11,10,Cornellà de Llobregat,'19,118752
Baix Llobregat,N,30P,11,2,Molins de Rei,'19,15196.98
Vallès Oriental,S,JENP,41,2,Santa Maria de Palautordera,'19,22000
Vallès Occidental,N,TRFO,40,6,Badia del Vallès,'19,68489.6
Vallès Occidental,N,IPIS,40,625,Terrassa,'19,300000
Barcelonès,N,FI45,13,2,Santa Coloma de Gramenet,'19,31500
Barcelonès,N,FPOT,13,2625,Badalona,'19,780263.57
Vallès Oriental,N,30P,41,14,Mollet del Vallès,'19,92481.7
Baix Llobregat,S,JENP,11,1,Begues,'19,11000
Baix Llobregat,N,DONA,11,4,Esplugues de Llobregat,'19,77264.8
Vallès Occidental,N,DONA,40,2,Santa Perpètua de Mogoda,'19,39305.6
Barcelonès,N,FPOS,13,42780,Barcelona,'19,11359515.16
Vallès Occidental,N,30P,40,1,Badia del Vallès,'19,7655.48
Vallès Occidental,N,UBIC,40,61,Rubí,'19,114526.75
Barcelonès,N,30P,13,243,Barcelona,'19,1433459.05
Vallès Occidental,N,ARIF,40,125,Sabadell,'19,64850
Vallès Occidental,N,ENFE,40,41,Terrassa,'19,981800.2
Vallès Occidental,S,PSGJ,40,2,Viladecavalls,'19,10800
Barcelonès,S,JENP,13,144,Barcelona,'19,1584000
Baix Llobregat,N,DONA,11,5,Viladecans,'19,97148
Vallès Oriental,N,30P,41,4,Parets del Vallès,'19,27943.87
Baix Llobregat,N,PRMI,11,2,Molins de Rei,'19,20099.2
Baix Llobregat,N,PRMI,11,4,Esparreguera,'19,39291.2
Vallès Occidental,N,TRFO,40,92,Terrassa,'19,1237751.2
Baix Llobregat,N,CAMP,11,25,Sant Boi de Llobregat,'19,9038.41
Baix Llobregat,S,JENP,11,2,Olesa de Montserrat,'19,22000
Baix Llobregat,N,TRFO,11,5,Esparreguera,'19,67874
Baix Llobregat,S,JENP,11,1,Corbera de Llobregat,'19,11000
Vallès Occidental,S,JENP,40,4,Castellar del Vallès,'19,44000
Baix Llobregat,N,COOR,11,1,Esplugues de Llobregat,'19,34067.24
Vallès Occidental,N,TRFO,40,13,Ripollet,'19,167484.4
Baix Llobregat,S,PSGJ,11,1,Cornellà de Llobregat,'19,5400
Vallès Oriental,S,JENP,41,4,Montornès del Vallès,'19,44000
Baix Llobregat,N,DONA,11,13,Sant Boi de Llobregat,'19,252584.8
Baix Llobregat,N,DAM,11,105,"Prat de Llobregat, el",'19,144234
Barcelonès,N,ENFE,13,16,Santa Coloma de Gramenet,'19,421174.88
Baix Llobregat,N,DONA,11,1,Molins de Rei,'19,19429.6
Vallès Oriental,N,FI45,41,1,Llinars del Vallès,'19,18900
Vallès Occidental,N,FOQ,40,45,Castellar del Vallès,'19,82170
Vallès Occidental,N,PRMI,40,4,Castellar del Vallès,'19,39406.4
Baix Llobregat,S,JENP,11,11,Sant Feliu de Llobregat,'19,121000
Baix Llobregat,N,UBIC,11,47,Cornellà de Llobregat,'19,86135.40999999999
Baix Llobregat,N,PRMI,11,6,Martorell,'19,59836.8
Vallès Occidental,N,30P,40,4,Sant Quirze del Vallès,'19,26781.609999999997
Barcelonès,N,REEM,13,17,Santa Coloma de Gramenet,'19,4992.96
Baix Llobregat,N,FPOT,11,88,Sant Esteve Sesrovires,'19,13156.17
Vallès Occidental,N,PRMI,40,6,Santa Perpètua de Mogoda,'19,59023.2
Baix Llobregat,N,CAMP,11,25,"Prat de Llobregat, el",'19,9038.41
Barcelonès,S,TLN,13,25,Santa Coloma de Gramenet,'19,312843
Barcelonès,N,UBIC,13,218,Barcelona,'19,398426.31
Baix Llobregat,N,AODL,11,1,Sant Boi de Llobregat,'19,36000
Barcelonès,S,REFE,13,2,Badalona,'19,73595.4
Vallès Occidental,N,FI45,40,7,Sabadell,'19,88200
Baix Llobregat,S,JENP,11,1,Sant Climent de Llobregat,'19,11000
Vallès Occidental,N,PRMI,40,25,Sabadell,'19,302210
Barcelonès,N,APP,13,30,Santa Coloma de Gramenet,'19,451114.37
Vallès Occidental,N,CC,40,30,Rubí,'19,162804
Barcelonès,N,APP,13,20,Barcelona,'19,300448.11
Barcelonès,N,DONA,13,12,Santa Coloma de Gramenet,'19,230606.4
Baix Llobregat,S,PSGJ,11,1,Esplugues de Llobregat,'19,2700
Vallès Oriental,N,30P,41,1,Lliçà d'Amunt,'19,1013.48
Vallès Occidental,N,UBIC,40,21,Sant Cugat del Vallès,'19,39728.91
Baix Llobregat,S,PSGJ,11,1,Sant Joan Despí,'19,5400
Vallès Occidental,N,COOR,40,4,Terrassa,'19,136268.96
Vallès Occidental,N,30P,40,4,Barberà del Vallès,'19,22352.82
Vallès Oriental,N,30P,41,6,"Franqueses del Vallès, les",'19,45799.56
Baix Llobregat,N,TRFO,11,6,Olesa de Montserrat,'19,77869.6
Baix Llobregat,N,AODL,11,3,Castelldefels,'19,108000
Vallès Oriental,N,TRFO,41,4,Parets del Vallès,'19,60429.6
Vallès Oriental,N,COOR,41,4,Granollers,'19,136268.96
Vallès Occidental,N,TRFO,40,60,Sabadell,'19,757362.4
Vallès Oriental,N,TRFO,41,5,Mollet del Vallès,'19,96086
Vallès Occidental,S,JENP,40,30,Terrassa,'19,330000
Barcelonès,N,ACOL,13,5,Sant Adrià de Besòs,'19,96086
Vallès Oriental,S,JENP,41,3,Sant Celoni,'19,33000
Vallès Occidental,N,AODL,40,11,Terrassa,'19,396000
Vallès Occidental,N,PRMI,40,6,Cerdanyola del Vallès,'19,59106.36
Vallès Oriental,N,AMAP,41,15,Cardedeu,'19,27127.5
Vallès Occidental,S,JENP,40,5,Rubí,'19,55000
Baix Llobregat,N,TB,11,322,Esplugues de Llobregat,'19,313744.33999999997
Baix Llobregat,N,PRMI,11,6,Gavà,'19,59023.2
Baix Llobregat,N,30P,11,20,Sant Feliu de Llobregat,'19,85115.15000000001
Barcelonès,N,UBIC,13,135,Santa Coloma de Gramenet,'19,249893.83
Vallès Oriental,S,PSGJ,41,2,Canovelles,'19,10800
Baix Llobregat,N,ACOL,11,1,Sant Boi de Llobregat,'19,19379.2
Barcelonès,N,CC,13,75,"Hospitalet de Llobregat, l'",'19,207552
Baix Llobregat,N,ACOL,11,1,Sant Joan Despí,'19,19202.8
Barcelonès,N,CC,13,30,Santa Coloma de Gramenet,'19,162804
Vallès Oriental,N,DONA,41,4,Mollet del Vallès,'19,76868.8
Vallès Occidental,N,30P,40,13,Sant Cugat del Vallès,'19,85312.70999999999
Barcelonès,N,PRMI,13,32,Badalona,'19,405882
Vallès Occidental,N,REEM,40,8,Barberà del Vallès,'19,2496.48
Barcelonès,N,TB,13,263,"Hospitalet de Llobregat, l'",'19,1065495.4
Baix Llobregat,N,FI45,11,1,Molins de Rei,'19,6300
Barcelonès,N,PQTM,13,300,"Hospitalet de Llobregat, l'",'19,422503.24
Barcelonès,S,REFE,13,5,Barcelona,'19,184000
Vallès Oriental,N,ARIF,41,125,Mollet del Vallès,'19,64850
Vallès Oriental,N,TB,41,107,Mollet del Vallès,'19,156432.31
Baix Llobregat,N,IPIS,11,125,"Prat de Llobregat, el",'19,60000
Vallès Oriental,N,AODL,41,1,"Franqueses del Vallès, les",'19,36000
Baix Llobregat,N,FOQ,11,45,Sant Esteve Sesrovires,'19,104574.75
Baix Llobregat,N,TRFO,11,16,"Prat de Llobregat, el",'19,196891.6
Vallès Oriental,N,CIF,41,130,"Franqueses del Vallès, les",'19,138054.2
Baix Llobregat,N,FPOS,11,234,Pallejà,'19,64015.24
Barcelonès,S,DPGJ,13,65,Barcelona,'19,14758
Barcelonès,N,ARIF,13,500,Barcelona,'19,259400
Barcelonès,N,PRMI,13,10,Sant Adrià de Besòs,'19,119229
Baix Llobregat,N,FPOS,11,972,Cornellà de Llobregat,'19,361215.62
Vallès Occidental,N,DONA,40,3,Barberà del Vallès,'19,58094.4
Vallès Oriental,N,AODL,41,3,Parets del Vallès,'19,108000
Barcelonès,S,PSGJ,13,27,Barcelona,'19,137414
Vallès Occidental,N,COOR,40,2,Rubí,'19,68134.48
Vallès Oriental,S,JENP,41,1,Figaró-Montmany,'19,11000
Vallès Occidental,N,COOR,40,1,Cerdanyola del Vallès,'19,34067.24
Vallès Occidental,N,FOQ,40,315,Cerdanyola del Vallès,'19,879736.8
Baix Llobregat,N,COOR,11,2,Sant Boi de Llobregat,'19,68134.48
Barcelonès,N,ARIF,13,125,Santa Coloma de Gramenet,'19,64850
Baix Llobregat,N,AODL,11,3,"Prat de Llobregat, el",'19,108000
Baix Llobregat,N,TRFO,11,24,Cornellà de Llobregat,'19,312207.2
Baix Llobregat,N,TB,11,195,Sant Boi de Llobregat,'19,847929.13
Vallès Oriental,N,DONA,41,1,Caldes de Montbui,'19,19202.8
Baix Llobregat,N,TRFO,11,30,Sant Feliu de Llobregat,'19,387884.4
Baix Llobregat,N,PRMI,11,29,Sant Boi de Llobregat,'19,444738.8
Baix Llobregat,N,TB,11,225,Cornellà de Llobregat,'19,163028.91999999998
Barcelonès,N,APRE,13,165,"Hospitalet de Llobregat, l'",'19,31218
Vallès Occidental,N,FOQ,40,30,Badia del Vallès,'19,93579
Baix Llobregat,N,ENFE,11,23,Sant Feliu de Llobregat,'19,643493.2899999999
Baix Llobregat,N,AUTO,11,48,Martorell,'19,158088.01
Barcelonès,N,UBIC,13,51,"Hospitalet de Llobregat, l'",'19,93074.87000000001
Baix Llobregat,N,AODL,11,4,Cornellà de Llobregat,'19,144000
Baix Llobregat,N,TB,11,106,"Prat de Llobregat, el",'19,207439.38999999998
Barcelonès,N,AMAP,13,105,Santa Coloma de Gramenet,'19,208660.5
Baix Llobregat,N,REEM,11,4,Sant Vicenç dels Horts,'19,1248.24
Barcelonès,N,TRFO,13,14,Sant Adrià de Besòs,'19,178203.6
Baix Llobregat,N,DONA,11,1,Olesa de Montserrat,'19,19231.6
Baix Llobregat,N,ENFE,11,14,"Prat de Llobregat, el",'19,405085.35
Vallès Occidental,N,UBIC,40,182,Sabadell,'19,336029.25
Baix Llobregat,N,FOQ,11,405,"Prat de Llobregat, el",'19,863541
Vallès Occidental,N,APRE,40,40,Terrassa,'19,6244
Barcelonès,N,30P,13,34,Badalona,'19,188922.46
Baix Llobregat,N,FI45,11,1,"Prat de Llobregat, el",'19,12600
Vallès Occidental,N,DAM,40,15,Viladecavalls,'19,20715
Baix Llobregat,N,30P,11,7,Sant Just Desvern,'19,40658.61
Barcelonès,N,APRE,13,147,Barcelona,'19,217546
Vallès Occidental,S,JENP,40,7,Ripollet,'19,77000
Barcelonès,N,APRE,13,165,Badalona,'19,31218
Barcelonès,N,30P,13,60,"Hospitalet de Llobregat, l'",'19,255345.44999999998
Baix Llobregat,S,JENP,11,5,Sant Joan Despí,'19,55000
Barcelonès,N,MINA,13,908,Barcelona,'19,250000
Baix Llobregat,N,PRMI,11,4,Esplugues de Llobregat,'19,39291.2
Baix Llobregat,N,AODL,11,1,Sant Joan Despí,'19,36000
Baix Llobregat,N,TRFO,11,11,Esplugues de Llobregat,'19,137551.6
Vallès Occidental,S,PSGJ,40,1,Santa Perpètua de Mogoda,'19,5400
Vallès Occidental,N,DONA,40,2,Castellar del Vallès,'19,38463.2
Vallès Occidental,N,30P,40,5,Viladecavalls,'19,35219.03
Baix Llobregat,N,TRFO,11,5,Molins de Rei,'19,59628
Barcelonès,N,FI45,13,2,"Hospitalet de Llobregat, l'",'19,9450
Vallès Occidental,N,PRMI,40,4,Barberà del Vallès,'19,39939.2
Vallès Occidental,N,FPOT,40,961,Cerdanyola del Vallès,'19,261565.86
Baix Llobregat,S,JENP,11,7,Cornellà de Llobregat,'19,77000
Baix Llobregat,N,CIF,11,225,Sant Feliu de Llobregat,'19,524264.45
Vallès Occidental,N,COOR,40,1,Santa Perpètua de Mogoda,'19,34067.24
Vallès Occidental,N,ENFE,40,20,Sabadell,'19,511794.25
Baix Llobregat,N,ENFE,11,10,Esplugues de Llobregat,'19,213598.09
Barcelonès,N,DAM,13,45,"Hospitalet de Llobregat, l'",'19,45342
Vallès Oriental,S,PSGJ,41,12,Granollers,'19,9450
Barcelonès,N,ENFE,13,10,Sant Adrià de Besòs,'19,279779.69
Baix Llobregat,N,DONA,11,9,Sant Feliu de Llobregat,'19,174272.4
Barcelonès,N,CIF,13,26,Santa Coloma de Gramenet,'19,3916.32
Vallès Occidental,N,30P,40,100,Terrassa,'19,425575.75
Vallès Occidental,N,UNIS,40,2767,Cerdanyola del Vallès,'19,365655.97000000003
Baix Llobregat,N,FOQ,11,90,Sant Feliu de Llobregat,'19,278493
Barcelonès,N,FOQ,13,294,Badalona,'19,805903.5
Vallès Occidental,N,30P,40,3,Sentmenat,'19,16318.03
Vallès Oriental,N,DONA,41,1,Montornès del Vallès,'19,19910.5
Baix Llobregat,N,AMAP,11,15,Sant Boi de Llobregat,'19,24132
Vallès Occidental,N,FI45,40,1,Sant Quirze del Vallès,'19,3150
Vallès Occidental,N,APRE,40,68,Sabadell,'19,12487
Baix Llobregat,N,TB,11,96,Sant Joan Despí,'19,228134.72
Baix Llobregat,N,TB,11,5,Gavà,'19,73708.2
Vallès Occidental,N,ENFE,40,9,Barberà del Vallès,'19,258498.61000000002
Vallès Occidental,N,APRE,40,40,Ripollet,'19,6244
Vallès Occidental,N,AODL,40,1,Montcada i Reixac,'19,36000
Vallès Oriental,N,30P,41,35,Granollers,'19,148951.51
Vallès Occidental,N,DAM,40,15,Terrassa,'19,43695
Barcelonès,N,TRFO,13,132,Barcelona,'19,1746838.9
Vallès Oriental,S,REFE,41,1,Canovelles,'19,36800
Vallès Occidental,N,UBIC,40,27,Ripollet,'19,50860.689999999995
Barcelonès,N,TRFO,13,59,Santa Coloma de Gramenet,'19,711714.8
Vallès Occidental,N,30P,40,30,Rubí,'19,127672.72
Vallès Oriental,N,TRFO,41,6,"Franqueses del Vallès, les",'19,69801.8
Baix Llobregat,N,AODL,11,1,Gavà,'19,36000
Vallès Occidental,S,JENP,40,3,Palau-solità i Plegamans,'19,33000
Baix Llobregat,N,FPOT,11,307,Pallejà,'19,55875.17
Vallès Occidental,N,30P,40,4,Cerdanyola del Vallès,'19,25392.68
Vallès Occidental,N,CC,40,15,Cerdanyola del Vallès,'19,70914
Barcelonès,N,UBIC,13,66,Badalona,'19,120752.69
Vallès Occidental,N,CCFI,40,15,Sabadell,'19,59802
Vallès Occidental,N,AMAP,40,15,Barberà del Vallès,'19,29181
Barcelonès,N,ARIF,13,125,"Hospitalet de Llobregat, l'",'19,64850
Vallès Occidental,N,COOR,40,3,Sabadell,'19,102201.72
Vallès Occidental,N,30P,40,16,Rubí,'19,94544.01
Baix Llobregat,N,PRMI,11,13,Sant Feliu de Llobregat,'19,148810.8
Baix Llobregat,N,30P,11,20,Castelldefels,'19,85115.15000000001
Vallès Occidental,N,IPIS,40,625,Sabadell,'19,300000
Baix Llobregat,N,COOR,11,2,Sant Feliu de Llobregat,'19,68134.48
Baix Llobregat,N,ENFE,11,5,Sant Joan Despí,'19,139889.84999999998
Vallès Oriental,S,PSGJ,41,1,Parets del Vallès,'19,5400
Vallès Oriental,S,JENP,41,3,"Franqueses del Vallès, les",'19,33000
Vallès Oriental,N,FOQ,41,572,Granollers,'19,1287776.1
Vallès Oriental,N,30P,41,3,Sant Fost de Campsentelles,'19,21038.56
Vallès Occidental,N,REEM,40,8,Sant Cugat del Vallès,'19,2496.48
Vallès Oriental,N,DONA,41,1,Cardedeu,'19,19876
Barcelonès,N,CC,13,382,Barcelona,'19,1132068.8
Barcelonès,N,COOR,13,3,Santa Coloma de Gramenet,'19,102201.72
Baix Llobregat,N,AUTO,11,149,Martorell,'19,143701.91999999998
Baix Llobregat,N,ENFE,11,14,Viladecans,'19,391691.57
Vallès Oriental,S,JENP,41,3,Canovelles,'19,33000
Vallès Occidental,N,PIN,40,10,Rubí,'19,110791.5
Baix Llobregat,N,AMAP,11,15,Sant Andreu de la Barca,'19,24132
Barcelonès,N,DAM,13,150,Santa Coloma de Gramenet,'19,494649
Vallès Occidental,N,APRE,40,78,Sant Cugat del Vallès,'19,12487
Baix Llobregat,N,COOR,11,1,Cornellà de Llobregat,'19,34067.24
Baix Llobregat,N,AMAP,11,135,Castelldefels,'19,226812
Vallès Occidental,N,DONA,40,3,Sant Cugat del Vallès,'19,57651.6
Barcelonès,N,COOR,13,3,"Hospitalet de Llobregat, l'",'19,102201.72
Baix Llobregat,N,PRMI,11,6,Viladecans,'19,59908.8
Baix Llobregat,N,FI45,11,2,Cornellà de Llobregat,'19,14700
Vallès Occidental,N,IPIS,40,250,Rubí,'19,120000
Baix Llobregat,N,APRE,11,78,Viladecans,'19,12487
Barcelonès,N,ACOL,13,1,Santa Coloma de Gramenet,'19,20173.6
Vallès Occidental,N,PIN,40,25,Terrassa,'19,188769.75
Vallès Oriental,N,CCFI,41,10,Cardedeu,'19,48600
Vallès Occidental,N,APP,40,30,Terrassa,'19,382419.32
Vallès Occidental,N,PRMI,40,6,Badia del Vallès,'19,59109.6
Barcelonès,N,FI45,13,14,Barcelona,'19,137424
Barcelonès,N,AMAP,13,435,"Hospitalet de Llobregat, l'",'19,705390
Barcelonès,N,DAM,13,480,Barcelona,'19,775498.5
Vallès Occidental,N,AMAP,40,15,Sabadell,'19,27652.5
Barcelonès,N,AODL,13,4,Badalona,'19,144000
Barcelonès,N,IPIS,13,500,Badalona,'19,240000
Vallès Occidental,S,REFE,40,4,Terrassa,'19,147200
Vallès Oriental,S,JENP,41,3,Cardedeu,'19,33000
Vallès Occidental,N,AODL,40,2,Santa Perpètua de Mogoda,'19,72000
Baix Llobregat,N,COOR,11,1,Viladecans,'19,34067.24
Vallès Occidental,S,JENP,40,4,Badia del Vallès,'19,44000
Barcelonès,N,AODL,13,8,Santa Coloma de Gramenet,'19,288000
Baix Llobregat,N,UBIC,11,37,"Prat de Llobregat, el",'19,69925.45
Baix Llobregat,N,AODL,11,2,Gavà,'19,72000
Baix Llobregat,S,JENP,11,5,Viladecans,'19,55000
Vallès Occidental,S,PSGJ,40,2,Sant Quirze del Vallès,'19,10279.77
Baix Llobregat,N,FPOS,11,1483,"Prat de Llobregat, el",'19,346005.51
Vallès Oriental,S,JENP,41,2,"Garriga, la",'19,22000
Barcelonès,N,TB,13,554,Badalona,'19,948009.71
Vallès Oriental,N,30P,41,25,Granollers,'19,161562.93
Baix Llobregat,N,30P,11,19,Castelldefels,'19,99942.77
Barcelonès,N,30P,13,18,Santa Coloma de Gramenet,'19,105666.6
Baix Llobregat,N,AODL,11,5,Viladecans,'19,180000
Baix Llobregat,N,DONA,11,3,Sant Vicenç dels Horts,'19,58288.8
Baix Llobregat,N,AMAP,11,60,Gavà,'19,101670
Vallès Oriental,S,JENP,41,14,Granollers,'19,154000
Vallès Oriental,N,DONA,41,2,Canovelles,'19,39752
Vallès Oriental,S,JENP,41,2,Bigues i Riells,'19,22000
Baix Llobregat,N,30P,11,2,Santa Coloma de Cervelló,'19,9405.58
Barcelonès,N,DONA,13,20,Badalona,'19,390901.4
Vallès Oriental,N,FI45,41,2,Mollet del Vallès,'19,16065
Vallès Occidental,S,PSGJ,40,1,Sabadell,'19,3996.3900000000003
Barcelonès,N,AGRA,13,2,Barcelona,'19,23325.480000000003
Vallès Oriental,N,CC,41,24,Granollers,'19,130243.2
Vallès Occidental,N,30P,40,2,Castellar del Vallès,'19,9528.9
Vallès Oriental,N,REEM,41,34,Granollers,'19,9985.92
Vallès Oriental,N,FOQ,41,30,Sant Celoni,'19,127525.5
Baix Llobregat,N,DONA,11,4,Castelldefels,'19,76868.8
Vallès Occidental,N,AODL,40,1,Terrassa,'19,36000
Baix Llobregat,N,CIF,11,39,Sant Feliu de Llobregat,'19,9905
Vallès Oriental,S,PSGJ,41,2,Montornès del Vallès,'19,10800
Baix Llobregat,N,TRFO,11,6,Sant Joan Despí,'19,81736
Vallès Oriental,N,ARIF,41,125,Granollers,'19,64850
Vallès Occidental,N,FPOT,40,2537,Terrassa,'19,752997.98
Barcelonès,N,TB,13,2140,Barcelona,'19,4826231.49
Vallès Occidental,N,DONA,40,3,Ripollet,'19,57651.6
Baix Llobregat,N,PRMI,11,6,Olesa de Montserrat,'19,59109.6
Barcelonès,N,IPIS,13,2125,Barcelona,'19,1020000
Baix Llobregat,N,AODL,11,2,Molins de Rei,'19,72000
Baix Llobregat,N,DONA,11,3,Gavà,'19,58137.6
Vallès Occidental,N,TRFO,40,8,Castellar del Vallès,'19,88192.8
Baix Llobregat,N,FI45,11,1,Santa Coloma de Cervelló,'19,3199.77
Baix Llobregat,N,FOQ,11,153,Viladecans,'19,339921.08
Vallès Oriental,S,PSGJ,41,3,"Franqueses del Vallès, les",'19,16200
Vallès Oriental,N,TB,41,212,Montornès del Vallès,'19,343488.86
Baix Llobregat,N,TRFO,11,17,Viladecans,'19,227123.2
Baix Llobregat,N,DAM,11,90,"Prat de Llobregat, el",'19,120306
Vallès Oriental,N,TB,41,63,Granollers,'19,235754.08
Baix Llobregat,N,ACOL,11,2,Sant Just Desvern,'19,38405.6
Vallès Occidental,N,FOQ,40,660,Sabadell,'19,1648892.25
Vallès Occidental,N,30P,40,2,Vacarisses,'19,8212.31
Barcelonès,N,FI45,13,1,Sant Adrià de Besòs,'19,10500
Baix Llobregat,N,TRFO,11,9,Martorell,'19,108515.2
Barcelonès,N,TRFO,13,74,"Hospitalet de Llobregat, l'",'19,934312.8
Baix Llobregat,N,FOQ,11,132,Sant Boi de Llobregat,'19,340656.75
Baix Llobregat,N,TB,11,90,Sant Vicenç dels Horts,'19,148808.94
Vallès Oriental,N,TB,41,6,Sant Feliu de Codines,'19,37166.04
Barcelonès,N,IPIS,13,250,Santa Coloma de Gramenet,'19,120000
Vallès Occidental,N,AODL,40,1,Castellar del Vallès,'19,36000
Vallès Occidental,N,FPOS,40,4566,Terrassa,'19,1094199.83
Vallès Oriental,N,IPIS,41,500,Granollers,'19,240000
Barcelonès,N,TB,13,1095,Santa Coloma de Gramenet,'19,2681481.82
Baix Llobregat,N,REEM,11,13,Gavà,'19,3744.72
Barcelonès,N,30P,13,20,Badalona,'19,85115.15000000001
Barcelonès,N,FPOS,13,377,Badalona,'19,126170.2
Vallès Occidental,N,CC,40,90,Sant Cugat del Vallès,'19,248214
Barcelonès,N,AODL,13,5,"Hospitalet de Llobregat, l'",'19,180000
Baix Llobregat,S,PSGJ,11,1,Molins de Rei,'19,5400
Baix Llobregat,N,PRMI,11,4,Sant Joan Despí,'19,39939.2
Barcelonès,N,PQTM,13,60,Barcelona,'19,42826.4
Baix Llobregat,N,ENFE,11,7,Gavà,'19,149518.67
Baix Llobregat,N,TRFO,11,9,Sant Andreu de la Barca,'19,117949.2
Baix Llobregat,N,ENFE,11,14,Castelldefels,'19,405085.35
Vallès Oriental,S,JENP,41,3,Parets del Vallès,'19,33000
Vallès Occidental,N,DAM,40,15,Terrassa,'19,28398
Baix Llobregat,N,CC,11,30,Molins de Rei,'19,162804
Baix Llobregat,S,JENP,11,5,Esparreguera,'19,55000
Vallès Occidental,N,FOQ,40,75,Santa Perpètua de Mogoda,'19,217411.5
Baix Llobregat,N,IPIS,11,125,Esplugues de Llobregat,'19,60000
Vallès Oriental,N,TB,41,2,Martorelles,'19,34333.53
Baix Llobregat,N,AODL,11,3,Sant Vicenç dels Horts,'19,108000
Baix Llobregat,N,COOR,11,1,Martorell,'19,34067.24
Baix Llobregat,N,PRMI,11,6,Castelldefels,'19,59023.2
Vallès Occidental,N,UBIC,40,21,Cerdanyola del Vallès,'19,39728.91
Vallès Occidental,N,UBIC,40,45,Montcada i Reixac,'19,85023.73999999999
Vallès Occidental,N,ENFE,40,10,Ripollet,'19,279779.69
Vallès Occidental,S,JENP,40,5,Montcada i Reixac,'19,55000
Vallès Oriental,N,UBIC,41,43,Granollers,'19,81057.20999999999
Vallès Occidental,N,PIN,40,60,Santa Perpètua de Mogoda,'19,150000
Barcelonès,S,REFE,13,3,"Hospitalet de Llobregat, l'",'19,110400
Barcelonès,N,FPOS,13,492,"Hospitalet de Llobregat, l'",'19,187298.25
Baix Llobregat,N,REEM,11,4,"Prat de Llobregat, el",'19,1248.24
Vallès Occidental,N,FOQ,40,921,Terrassa,'19,1975918.2
Baix Llobregat,S,REFE,11,2,Cornellà de Llobregat,'19,73600
Vallès Occidental,N,FPOS,40,620,Sant Cugat del Vallès,'19,90768.84
Baix Llobregat,N,30P,11,1,Cervelló,'19,5795.21
