municipio;perc_abst;1rpartit;2npartit;Nom comarca;PSC.perc;Poblacio
Siurana;28.68;JxCat;ERC;Alt Empordà;2.083333333333333;171
Colera;36.05;JxCat;ERC;Alt Empordà;14.351851851851851;445
Colomers;19.33;JxCat;ERC;Baix Empordà;9.243697478991598;174
Cornellà del Terri;35.47;JxCat;ERC;Pla de l'Estany;6.566104702750665;2399
Corçà;29.32;JxCat;ERC;Baix Empordà;11.861861861861863;1268
Crespià;32.97;JxCat;CUP-G;Pla de l'Estany;4.0650406504065035;254
Darnius;39.51;JxCat;ERC;Alt Empordà;9.387755102040817;537
Das;29.65;JxCat;ERC;Cerdanya;6.896551724137931;234
L'Escala;48.49;JxCat;ERC;Alt Empordà;14.466840052015606;10244
Espinelves;15.93;JxCat;ERC;Osona;3.3112582781456954;221
Espolla;27.55;JxCat;ERC;Alt Empordà;17.543859649122805;412
Esponellà;29.36;JxCat;ERC;Pla de l'Estany;2.643171806167401;463
Figueres;55.89;JxCat;ERC;Alt Empordà;18.20862824401753;47235
Flaçà;30.45;JxCat;ERC;Gironès;8.368200836820083;1130
Foixà;29.37;JxCat;ERC;Baix Empordà;13.953488372093023;303
Fontanals de Cerdanya;34.49;JxCat;ERC;Cerdanya;11.284046692607005;437
Fontanilles;25.22;JxCat;ERC;Baix Empordà;4.651162790697675;146
Fontcoberta;27.06;JxCat;ERC;Pla de l'Estany;5.788177339901478;1469
Fornells de la Selva;26.22;JxCat;ERC;Gironès;9.255393180236604;2670
Fortià;36.14;JxCat;ERC;Alt Empordà;14.202898550724639;787
Garrigàs;34.12;JxCat;ERC;Alt Empordà;4.694835680751173;451
Garrigoles;26.23;JxCat;ERC;Baix Empordà;4.545454545454546;167
Garriguella;39.59;JxCat;ERC;Alt Empordà;12.716763005780345;853
Ger;27.7;JxCat;ERC;Cerdanya;8.614232209737828;449
Girona;42.38;JxCat;ERC;Gironès;16.591207436975917;103369
Gombrèn;40;JxCat;ERC;Ripollès;8.045977011494253;192
Gualta;30.11;JxCat;ERC;Baix Empordà;9.289617486338798;402
Guils de Cerdanya;40.34;JxCat;ERC;Cerdanya;5.303030303030303;549
Hostalric;48.47;JxCat;ERC;Selva;18.384766907419568;4291
Isòvol;36.69;JxCat;ERC;Cerdanya;12.337662337662337;281
Jafre;22.84;JxCat;ERC;Baix Empordà;4.97737556561086;387
La Jonquera;52.99;PSC;ERC;Alt Empordà;23.028785982478098;3320
Juià;26.34;JxCat;ERC;Gironès;6.25;319
Lladó;33.22;JxCat;ERC;Alt Empordà;6.0606060606060606;844
Llagostera;49.21;JxCat;ERC;Gironès;12.857142857142856;8647
Llambilles;26.61;JxCat;ERC;Gironès;6.829268292682928;713
Llanars;36.79;JxCat;ERC;Ripollès;4.878048780487805;535
Llançà;48.54;ERC;JxCat;Alt Empordà;16.751269035532996;4775
Llers;39.68;JxCat;ERC;Alt Empordà;12.410071942446043;1237
Llívia;44;JxCat;ERC;Cerdanya;11.447811447811448;1431
Lloret de Mar;53.57;PSC;ERC;Selva;27.917395104895103;39089
Les Llosses;40.99;JxCat;ERC;Ripollès;5.319148936170213;212
Madremanya;25.62;JxCat;CUP-G;Gironès;4.054054054054054;288
Maià de Montcal;37.99;JxCat;ERC;Garrotxa;11.351351351351353;463
Meranges;25.64;JxCat;ERC;Cerdanya;11.538461538461538;100
Masarac;33.5;JxCat;ERC;Alt Empordà;10.852713178294573;288
Massanes;49.32;JxCat;ERC;Selva;12.286689419795222;796
Maçanet de Cabrenys;32.4;JxCat;ERC;Alt Empordà;10.723860589812332;698
Maçanet de la Selva;59.08;JxCat;ERC;Selva;19.905437352245865;7066
Mieres;36.43;ERC;JxCat;Garrotxa;3.592814371257485;345
Mollet de Peralada;27.78;JxCat;ERC;Alt Empordà;15.53398058252427;198
Molló;31.37;JxCat;ERC;Ripollès;4.571428571428571;336
Montagut i Oix;40.69;JxCat;ERC;Garrotxa;3.546099290780142;930
Mont-ras;42.46;JxCat;ERC;Baix Empordà;20.51948051948052;1680
Navata;35.35;JxCat;ERC;Alt Empordà;6.875000000000001;1427
Ogassa;31.44;JxCat;ERC;Ripollès;6.106870229007633;240
Olot;46.75;JxCat;ERC;Garrotxa;12.578667756436454;35926
Ordis;28.06;ERC;JxCat;Alt Empordà;5.181347150259067;361
Osor;35.24;JxCat;ERC;Selva;6.306306306306306;428
Palafrugell;52.49;JxCat;ERC;Baix Empordà;20.986929064473493;23244
Palamós;50.55;JxCat;ERC;Baix Empordà;18.414442700156986;18135
Palau de Santa Eulàlia;23.17;JxCat;ERC;Alt Empordà;9.523809523809524;90
Palau-saverdera;42.46;JxCat;ERC;Alt Empordà;9.850107066381156;1456
Palau-sator;30.04;JxCat;ERC;Baix Empordà;10.32258064516129;310
Palol de Revardit;24.18;JxCat;ERC;Pla de l'Estany;4.602510460251046;448
Pals;38.52;JxCat;ERC;Baix Empordà;14.083080040526848;2395
Pardines;36.36;JxCat;ERC;Ripollès;2.4390243902439024;169
Parlavà;22.39;JxCat;ERC;Baix Empordà;5.9760956175298805;391
Pau;32.54;JxCat;ERC;Alt Empordà;9.58904109589041;557
Pedret i Marzà;29.71;ERC;JxCat;Alt Empordà;6.315789473684211;191
La Pera;25.53;JxCat;ERC;Baix Empordà;5.284552845528456;435
Peralada;33.84;JxCat;ERC;Alt Empordà;10.199556541019955;1898
Les Planes d'Hostoles;31.6;JxCat;ERC;Garrotxa;7.317073170731707;1712
Planoles;35.24;JxCat;ERC;Ripollès;4.285714285714286;304
Pont de Molins;39.1;ERC;JxCat;Alt Empordà;10.548523206751055;516
Pontós;26.32;JxCat;ERC;Alt Empordà;7.246376811594203;260
Porqueres;31.8;JxCat;ERC;Pla de l'Estany;7.190916736753575;4677
Portbou;36.37;PSC;ERC;Alt Empordà;29.320388349514566;1063
Les Preses;34.66;JxCat;ERC;Garrotxa;10.54945054945055;1855
El Port de la Selva;29.69;JxCat;ERC;Alt Empordà;12.389380530973451;958
Puigcerdà;53.93;JxCat;ERC;Cerdanya;17.08542713567839;9486
Quart;33.58;JxCat;ERC;Gironès;13.552704963747908;3798
Rabós;37.16;JxCat;ERC;Alt Empordà;4.301075268817205;184
Regencós;31.82;JxCat;ERC;Baix Empordà;9.45945945945946;276
Ribes de Freser;41.33;JxCat;ERC;Ripollès;9.47242206235012;1760
Riells i Viabrea;49.32;ERC;JxCat;Selva;17.232859789993825;4153
Ripoll;48.44;JxCat;ERC;Ripollès;14.926120711244678;10803
Riudarenes;45.39;JxCat;ERC;Selva;14.78463329452852;2204
Riudaura;24.8;JxCat;CUP-G;Garrotxa;2.8368794326241136;481
Riudellots de la Selva;29.34;JxCat;ERC;Selva;9.33734939759036;2071
Riumors;36.93;JxCat;ERC;Alt Empordà;3.7037037037037033;246
Roses;52.2;PSC;JxCat;Alt Empordà;23.015267175572518;19807
Rupià;23.5;JxCat;ERC;Baix Empordà;8.666666666666668;273
Sales de Llierca;36.45;CUP-G;ERC;Garrotxa;15.151515151515152;159
Salt;53.65;JxCat;PSC;Gironès;21.981694028766526;32138
Sant Andreu Salou;18.49;JxCat;PSC;Gironès;18.75;160
Sant Climent Sescebes;53.85;ERC;JxCat;Alt Empordà;9.090909090909092;707
Sant Feliu de Buixalleu;39.56;JxCat;ERC;Selva;9.473684210526317;797
Sant Feliu de Guíxols;50.43;JxCat;ERC;Baix Empordà;21.367521367521366;22097
Sant Feliu de Pallerols;28.61;JxCat;ERC;Garrotxa;6.318681318681318;1437
Sant Ferriol;43.13;JxCat;ERC;Garrotxa;9.89010989010989;236
Sant Gregori;30.98;JxCat;ERC;Gironès;6.9017632241813605;3928
Sant Hilari Sacalm;46.12;JxCat;ERC;Selva;10;5703
Sant Jaume de Llierca;39.87;JxCat;ERC;Garrotxa;10.21505376344086;871
Sant Jordi Desvalls;24.5;JxCat;ERC;Gironès;4.218362282878412;760
Sant Joan de les Abadesses;37.5;JxCat;ERC;Ripollès;10.225846925972396;3224
Sant Joan de Mollet;28.23;JxCat;ERC;Gironès;8.045977011494253;498
Sant Julià de Ramis;36;JxCat;ERC;Gironès;15.693659761456372;3576
Vallfogona de Ripollès;25.7;ERC;JxCat;Ripollès;1.5037593984962405;196
Sant Llorenç de la Muga;28.57;JxCat;ERC;Alt Empordà;7.874015748031496;265
Sant Martí de Llémena;37.53;JxCat;ERC;Gironès;8.421052631578947;641
Sant Martí Vell;29.26;JxCat;ERC;Gironès;7.518796992481203;251
Sant Miquel de Campmajor;35.88;JxCat;CUP-G;Pla de l'Estany;2.7777777777777777;229
Sant Miquel de Fluvià;51.99;PSC;VOX;Alt Empordà;21.923076923076923;761
Sant Mori;22.03;JxCat;ERC;Alt Empordà;15.217391304347828;166
Sant Pau de Segúries;41.95;JxCat;ERC;Ripollès;9.907120743034056;688
Sant Pere Pescador;43.71;JxCat;ERC;Alt Empordà;8.542713567839195;2090
Santa Coloma de Farners;47.48;JxCat;ERC;Selva;10.642615558060879;13363
Santa Cristina d'Aro;46.93;JxCat;ERC;Baix Empordà;16.595289079229122;5287
Santa Llogaia d'Àlguema;47.02;PSC;JxCat;Alt Empordà;26.71232876712329;368
Sant Aniol de Finestres;32.55;JxCat;ERC;Garrotxa;6.547619047619048;345
Santa Pau;33.81;JxCat;ERC;Garrotxa;7.274969173859433;1614
Sant Joan les Fonts;46.45;JxCat;ERC;Garrotxa;11.963696369636963;3044
Sarrià de Ter;42.81;JxCat;ERC;Gironès;19.108865411116216;5229
Saus, Camallera i Llampaies;28.51;JxCat;ERC;Alt Empordà;12.280701754385964;856
La Selva de Mar;25.15;JxCat;CUP-G;Alt Empordà;7.199999999999999;195
La Cellera de Ter;27.69;JxCat;ERC;Selva;5.9869036482694105;1950
Serinyà;38.61;JxCat;ERC;Pla de l'Estany;6.534653465346535;1133
Serra de Daró;14.62;JxCat;ERC;Baix Empordà;6.164383561643835;222
Setcases;34.69;JxCat;ERC;Ripollès;6.521739130434782;170
Sils;50.94;JxCat;ERC;Selva;18.28866948754114;6219
Susqueda;32.88;JxCat;ERC;Selva;6.122448979591836;93
La Tallada d'Empordà;20.8;JxCat;ERC;Baix Empordà;9.854014598540147;454
Terrades;36.33;JxCat;ERC;Alt Empordà;5.369127516778524;338
Torrent;27.78;JxCat;ERC;Baix Empordà;12.087912087912088;164
Torroella de Fluvià;40.94;JxCat;ERC;Alt Empordà;14.23076923076923;703
Torroella de Montgrí;43.41;JxCat;ERC;Baix Empordà;11.710794297352342;11836
Tortellà;34.49;JxCat;ERC;Garrotxa;9.290953545232274;818
Toses;32.88;JxCat;ERC;Ripollès;3.0927835051546393;168
Tossa de Mar;47;JxCat;ERC;Selva;18.020679468242246;5818
Ultramort;35.19;JxCat;ERC;Baix Empordà;3.8834951456310676;225
Ullà;40.71;JxCat;ERC;Baix Empordà;19.505494505494507;1177
Ullastret;26.8;JxCat;ERC;Baix Empordà;5.673758865248227;274
Urús;30.29;JxCat;ERC;Cerdanya;7.6923076923076925;196
La Vall d'en Bas;31.75;JxCat;ERC;Garrotxa;4.860267314702309;3093
La Vall de Bianya;42.15;JxCat;ERC;Garrotxa;4.852686308492201;1275
Vall-llobrega;33.28;JxCat;ERC;Baix Empordà;12.857142857142856;897
Ventalló;35.71;JxCat;ERC;Alt Empordà;9.788359788359788;846
Verges;29.67;JxCat;CUP-G;Baix Empordà;6.63265306122449;1169
Vidrà;23.65;JxCat;ERC;Osona;4.545454545454546;177
Vidreres;54.34;JxCat;ERC;Selva;14.218566392479437;7951
Vilabertran;38.87;JxCat;ERC;Alt Empordà;8.056872037914692;993
Vilablareix;31.45;JxCat;ERC;Gironès;12.63803680981595;3063
Viladasens;27.61;JxCat;CUP-G;Gironès;9.734513274336283;206
Viladamat;24.11;JxCat;CUP-G;Alt Empordà;5.474452554744526;458
Vilademuls;26.82;JxCat;CUP-G;Pla de l'Estany;5.314009661835748;835
Viladrau;28.85;JxCat;ERC;Osona;4.498269896193772;1047
Vilafant;42.86;ERC;JxCat;Alt Empordà;17.289719626168225;5421
Vilaür;14.81;JxCat;ERC;Alt Empordà;1.1363636363636365;158
Vilajuïga;41.76;JxCat;ERC;Alt Empordà;16.244725738396625;1116
Vilallonga de Ter;39.73;JxCat;ERC;Ripollès;6.622516556291391;398
Vilamacolum;34.3;ERC;JxCat;Alt Empordà;5.147058823529411;377
Vilamalla;48.06;VOX;JxCat;Alt Empordà;14.1280353200883;1161
Vilamaniscle;35.81;ERC;JxCat;Alt Empordà;12.631578947368421;212
Vilanant;33.45;JxCat;ERC;Alt Empordà;9.13978494623656;386
Vila-sacra;40.12;JxCat;ERC;Alt Empordà;16.4983164983165;758
Vilopriu;30.41;JxCat;ERC;Baix Empordà;13.559322033898304;204
Vilobí d'Onyar;38.01;JxCat;ERC;Selva;7.083906464924347;3333
Biure;36.61;ERC;JxCat;Alt Empordà;11.304347826086957;241
Cruïlles, Monells i Sant Sadurní de l'Heura;35.16;JxCat;ERC;Baix Empordà;10.276073619631902;1270
Forallac;33.51;JxCat;ERC;Baix Empordà;10.526315789473683;1695
Sant Julià del Llor i Bonmatí;40.09;JxCat;ERC;Selva;8.63970588235294;1313
Abella de la Conca;53.73;JxCat;ERC;Pallars Jussà;4.838709677419355;183
Àger;34.14;JxCat;ERC;Noguera;10.508474576271185;580
Agramunt;45;JxCat;ERC;Urgell;10.069444444444445;5411
Els Alamús;35.69;JxCat;ERC;Segrià;9.631728045325778;811
Alàs i Cerc;36.26;JxCat;ERC;Alt Urgell;18.562874251497004;320
L'Albagés;36.19;ERC;JxCat;Garrigues;15625;361
Albatàrrec;46.96;ERC;JxCat;Segrià;13.333333333333334;2236
Albesa;42.61;ERC;JxCat;Noguera;8.723747980613894;1561
L'Albi;30.47;JxCat;ERC;Garrigues;9.290953545232274;744
Alcanó;32.47;JxCat;ERC;Segrià;8.527131782945736;238
Alcarràs;52.51;ERC;JxCat;Segrià;13.043478260869565;9707
Alcoletge;49.98;ERC;JxCat;Segrià;17.083692838654013;3435
Alfarràs;48.31;JxCat;PSC;Segrià;22.054665409990577;2765
Alfés;32.8;ERC;JxCat;Segrià;4.878048780487805;297
Algerri;38.9;JxCat;ERC;Noguera;7.177033492822966;404
Alguaire;45.76;JxCat;ERC;Segrià;11.38211382113821;3029
Alins;32.03;JxCat;ERC;Pallars Sobirà;13.725490196078432;272
Almacelles;54.39;ERC;JxCat;Segrià;17.75700934579439;6826
Almatret;26.84;JxCat;ERC;Segrià;6.598984771573605;305
Almenar;49.86;ERC;JxCat;Segrià;13.988808952837731;3357
Alòs de Balaguer;40.38;JxCat;ERC;Noguera;9.67741935483871;132
Alpicat;41.86;JxCat;ERC;Segrià;14.167294649585532;6266
Alt Àneu;32.24;JxCat;ERC;Pallars Sobirà;10.121457489878543;414
Naut Aran;48.84;PSC;VOX;Aran;25.82972582972583;1836
Anglesola;41.4;JxCat;ERC;Urgell;2.664298401420959;1365
Arbeca;38.58;JxCat;ERC;Garrigues;11.740041928721174;2126
El Pont de Bar;43.61;JxCat;ERC;Alt Urgell;5.405405405405405;152
Arres;47.27;PSC;VOX;Aran;37.93103448275862;60
Arsèguel;32.31;ERC;JxCat;Alt Urgell;4.651162790697675;81
Artesa de Lleida;33.48;ERC;JxCat;Segrià;8.748317631224763;1535
Artesa de Segre;41.4;ERC;JxCat;Noguera;7.709923664122137;3400
La Sentiu de Sió;35.42;JxCat;ERC;Noguera;12.017167381974248;414
Aspa;29.48;PSC;JxCat;Segrià;28.09917355371901;220
Les Avellanes i Santa Linya;45.38;ERC;JxCat;Noguera;8.629441624365482;433
Aitona;36.3;PDeCAT;ERC;Segrià;8.813559322033898;2567
Baix Pallars;30.11;JxCat;ERC;Pallars Sobirà;11.398963730569948;331
Balaguer;49.94;ERC;JxCat;Noguera;16.551987767584098;17472
Barbens;45.99;ERC;JxCat;Pla d'Urgell;9.67741935483871;878
La Baronia de Rialb;30.69;PDeCAT;ERC;Noguera;5.755395683453238;229
La Vall de Boí;39.19;ERC;JxCat;Alta Ribagorça;6.832298136645963;1019
Bassella;27.78;JxCat;PDeCAT;Alt Urgell;7.874015748031496;217
Bausen;57.63;PSC;CUP-G;Aran;20.833333333333336;60
Belianes;33.58;ERC;JxCat;Urgell;11.494252873563218;520
Bellcaire d'Urgell;29.7;ERC;JxCat;Noguera;8.042488619119878;1199
Bell-lloc d'Urgell;38.62;ERC;JxCat;Pla d'Urgell;12.09016393442623;2335
Bellmunt d'Urgell;28.67;PDeCAT;ERC;Noguera;4.040404040404041;185
Bellpuig;43.53;JxCat;ERC;Urgell;10.027397260273972;5218
Bellver de Cerdanya;38.54;JxCat;ERC;Cerdanya;12.836438923395447;2005
Bellvís;37.23;ERC;JxCat;Pla d'Urgell;6.7991631799163175;2260
Benavent de Segrià;38.88;ERC;JxCat;Segrià;12.759643916913946;1518
Biosca;41.61;JxCat;ERC;Segarra;9.782608695652174;177
Bovera;42.03;JxCat;ERC;Garrigues;10.344827586206897;248
Es Bòrdes;50.9;PSC;ERC;Aran;20.388349514563107;255
Les Borges Blanques;44.41;JxCat;ERC;Garrigues;8.468919482686692;6173
Bossòst;43.55;PSC;VOX;Aran;37.55656108597285;1115
Cabanabona;43.08;JxCat;ERC;Noguera;2.7777777777777777;71
Cabó;40.51;JxCat;ERC;Alt Urgell;6.521739130434782;93
Camarasa;37.77;ERC;JxCat;Noguera;6.132075471698113;810
Canejan;57.89;PSC;ERC;Aran;28125;89
Castellar de la Ribera;21.28;JxCat;ERC;Solsonès;5.47945205479452;131
Castelldans;41.73;JxCat;ERC;Garrigues;7.969151670951156;930
Castellnou de Seana;43.32;JxCat;ERC;Pla d'Urgell;6.164383561643835;665
Castelló de Farfanya;44.93;ERC;JxCat;Noguera;4.845814977973569;539
Castellserà;37.76;JxCat;ERC;Urgell;6.498951781970649;996
Cava;21.95;JxCat;ERC;Alt Urgell;3.225806451612903;45
Cervera;46.78;JxCat;ERC;Segarra;13.680154142581888;9350
Cervià de les Garrigues;38.85;ERC;JxCat;Garrigues;7.854984894259818;662
Ciutadilla;28.16;ERC;JxCat;Urgell;8.94308943089431;208
Clariana de Cardener;32.31;ERC;CUP-G;Solsonès;8.235294117647058;161
El Cogul;31.82;ERC;JxCat;Garrigues;11.11111111111111;151
Coll de Nargó;36.72;JxCat;ERC;Alt Urgell;11.83206106870229;540
Corbins;35.14;ERC;JxCat;Segrià;7.656250000000001;1462
Cubells;32.73;JxCat;ERC;Noguera;2.824858757062147;338
L'Espluga Calba;35.93;ERC;JxCat;Garrigues;11.377245508982035;329
Espot;34.55;ERC;JxCat;Pallars Sobirà;10.21505376344086;366
Estaràs;30.07;JxCat;ERC;Segarra;7.000000000000001;156
Esterri d'Àneu;29.42;JxCat;ERC;Pallars Sobirà;7.957559681697612;804
Esterri de Cardós;26.42;JxCat;ERC;Pallars Sobirà;12.82051282051282;64
Estamariu;37.11;JxCat;ERC;Alt Urgell;4.918032786885246;125
Farrera;36.26;CUP-G;JxCat;Pallars Sobirà;5.172413793103448;108
La Floresta;23.81;JxCat;ERC;Garrigues;5.263157894736842;140
Fondarella;37.54;JxCat;ERC;Pla d'Urgell;12.637362637362637;776
Foradada;33.08;JxCat;ERC;Noguera;6.976744186046512;203
La Fuliola;45.5;JxCat;ERC;Urgell;9.071274298056156;1250
Fulleda;36.17;ERC;JxCat;Garrigues;7.017543859649122;102
Gavet de la Conca;39.06;JxCat;ERC;Pallars Jussà;9.352517985611511;261
Golmés;44.75;JxCat;ERC;Pla d'Urgell;6.582633053221289;1855
Gósol;29.95;JxCat;ERC;Berguedà;10.76923076923077;206
La Granadella;30.71;JxCat;ERC;Garrigues;4.178272980501393;716
La Granja d'Escarp;37.1;ERC;JxCat;Segrià;14.545454545454545;922
Granyanella;44.27;JxCat;ERC;Segarra;8.333333333333332;143
Granyena de Segarra;39.23;JxCat;ERC;Segarra;12.658227848101266;151
Granyena de les Garrigues;18.75;JxCat;ERC;Garrigues;9.30232558139535;140
Guimerà;32.21;JxCat;ERC;Urgell;2.8368794326241136;271
Guissona;43.76;JxCat;ERC;Segarra;15.374420145791914;7248
Guixers;33.64;JxCat;PDeCAT;Solsonès;5.714285714285714;132
Ivars de Noguera;33.58;PDeCAT;ERC;Noguera;7.55813953488372;332
Ivars d'Urgell;35.78;ERC;JxCat;Pla d'Urgell;13.12410841654779;1537
Ivorra;20.95;JxCat;ERC;Segarra;0;108
Isona i Conca Dellà;35.37;JxCat;ERC;Pallars Jussà;12.984496124031008;1042
Juncosa;47.47;JxCat;ERC;Garrigues;11.180124223602485;395
Juneda;39.08;ERC;JxCat;Garrigues;10.081541882876206;3501
Lleida;49.91;ERC;JxCat;Segrià;20.790253539677312;140403
Les;51.83;PSC;ERC;Aran;37.41496598639456;971
Linyola;45.35;JxCat;ERC;Pla d'Urgell;6.724303554274735;2717
Lladorre;28.72;JxCat;ERC;Pallars Sobirà;7.4074074074074066;237
Lladurs;37.58;JxCat;ERC;Solsonès;4.2105263157894735;180
Llardecans;35.39;JxCat;ERC;Segrià;5.485232067510549;444
Llavorsí;32.62;ERC;JxCat;Pallars Sobirà;10.638297872340425;346
Lles de Cerdanya;37.12;JxCat;ERC;Cerdanya;5.755395683453238;270
Llimiana;38.93;JxCat;ERC;Pallars Jussà;8.860759493670885;146
Llobera;38.85;ERC;JxCat;Solsonès;4.25531914893617;188
Maldà;35.9;JxCat;ERC;Urgell;8.799999999999999;227
Massalcoreig;37.95;ERC;JxCat;Segrià;15.178571428571427;610
Massoteres;36.84;JxCat;ERC;Segarra;12.195121951219512;212
Maials;40.51;JxCat;ERC;Segrià;9.183673469387756;909
Menàrguens;35.12;JxCat;ERC;Noguera;14.24731182795699;813
Miralcamp;44.04;JxCat;ERC;Pla d'Urgell;13.03538175046555;1385
La Molsosa;29.47;JxCat;ERC;Solsonès;7.936507936507936;104
Mollerussa;50.46;JxCat;ERC;Pla d'Urgell;14.51458632233381;14649
Montgai;36.54;ERC;JxCat;Noguera;11.864406779661017;643
Montellà i Martinet;37.17;JxCat;ERC;Cerdanya;9.090909090909092;578
Montferrer i Castellbò;44.36;JxCat;ERC;Alt Urgell;9.839816933638444;1034
Montoliu de Segarra;43.87;JxCat;ERC;Segarra;5.88235294117647;187
Montoliu de Lleida;32.42;JxCat;ERC;Segrià;6.967213114754098;483
Montornès de Segarra;31.25;JxCat;ERC;Segarra;18.867924528301888;96
Nalec;18.92;JxCat;ERC;Urgell;11.666666666666666;90
Navès;39.64;JxCat;ERC;Solsonès;6.299212598425196;284
Odèn;34.26;JxCat;ERC;Solsonès;3.546099290780142;258
Oliana;39.55;JxCat;ERC;Alt Urgell;13.064713064713066;1843
Oliola;28.92;JxCat;ERC;Noguera;4.385964912280701;203
Olius;36.85;JxCat;ERC;Solsonès;8;981
Les Oluges;37.84;JxCat;ERC;Segarra;8.695652173913043;171
Els Omellons;43.09;ERC;JxCat;Garrigues;7.142857142857142;206
Els Omells de na Gaia;36.52;JxCat;ERC;Urgell;5.555555555555555;130
Organyà;39.77;JxCat;ERC;Alt Urgell;12.07865168539326;771
Os de Balaguer;37.04;JxCat;ERC;Noguera;10.9979633401222;980
Ossó de Sió;33.96;JxCat;ERC;Urgell;7.6190476190476195;203
El Palau d'Anglesola;38.13;JxCat;ERC;Pla d'Urgell;7.193515704154002;2166
Conca de Dalt;36.98;JxCat;ERC;Pallars Jussà;12.440191387559809;410
La Coma i la Pedra;42.74;JxCat;ERC;Solsonès;1.4598540145985401;255
Penelles;39.72;JxCat;ERC;Noguera;5.263157894736842;436
Peramola;32.97;JxCat;ERC;Alt Urgell;6.741573033707865;347
Pinell de Solsonès;45.51;JxCat;ERC;Solsonès;2.2222222222222223;193
Pinós;34.2;JxCat;CUP-G;Solsonès;4.697986577181208;286
El Poal;34.41;JxCat;ERC;Pla d'Urgell;4.416403785488959;670
La Pobla de Cérvoles;36;ERC;JxCat;Garrigues;14.150943396226415;189
Bellaguarda;27.63;JxCat;ERC;Garrigues;9.67741935483871;287
La Pobla de Segur;38.62;JxCat;ERC;Pallars Jussà;16.89814814814815;3043
Ponts;40.94;ERC;JxCat;Noguera;8.652900688298919;2644
El Pont de Suert;44.24;PSC;ERC;Alta Ribagorça;28.289473684210524;2257
La Portella;32.03;JxCat;ERC;Segrià;13.076923076923078;743
Prats i Sansor;29.95;JxCat;ERC;Cerdanya;6.7669172932330826;222
Preixana;34.37;JxCat;ERC;Urgell;2.8846153846153846;387
Preixens;39.43;PDeCAT;ERC;Noguera;8.61244019138756;418
Prullans;32.61;JxCat;ERC;Cerdanya;5;226
Puiggròs;35.78;JxCat;ERC;Garrigues;11.194029850746269;278
Puigverd d'Agramunt;37.01;JxCat;ERC;Urgell;13.829787234042554;229
Puigverd de Lleida;41.64;JxCat;ERC;Segrià;14.662273476112025;1349
Rialp;35.06;JxCat;ERC;Pallars Sobirà;9.597523219814242;641
Ribera d'Urgellet;44.07;JxCat;ERC;Alt Urgell;12.637362637362637;932
Riner;27.57;JxCat;ERC;Solsonès;7.236842105263158;263
Rosselló;48.56;JxCat;ERC;Segrià;14.311431143114312;3237
Salàs de Pallars;34.72;ERC;JxCat;Pallars Jussà;20.118343195266274;327
Sanaüja;40.9;JxCat;ERC;Segarra;5.347593582887701;379
Sant Guim de Freixenet;41.16;ERC;JxCat;Segarra;8.450704225352112;1037
Sant Llorenç de Morunys;38.66;JxCat;ERC;Solsonès;6.105263157894736;960
Sant Ramon;39.45;JxCat;ERC;Segarra;6.808510638297872;487
Sant Esteve de la Sarga;36.19;JxCat;ERC;Pallars Jussà;12.121212121212121;122
Sant Guim de la Plana;24.29;ERC;JxCat;Segarra;7.6923076923076925;181
Sarroca de Lleida;36.66;ERC;JxCat;Segrià;10.76923076923077;358
Sarroca de Bellera;40.57;ERC;PSC;Pallars Jussà;26.229508196721312;116
Senterada;45.19;ERC;JxCat;Pallars Jussà;17.543859649122805;139
La Seu d'Urgell;49.97;ERC;JxCat;Alt Urgell;19.460456536776576;12206
Seròs;43.18;ERC;JxCat;Segrià;9.0625;1946
Sidamon;37.65;JxCat;ERC;Pla d'Urgell;12.280701754385964;748
El Soleràs;27.17;JxCat;ERC;Garrigues;5.434782608695652;332
Solsona;46;JxCat;ERC;Solsonès;12.046783625730995;9137
Soriguera;36.55;ERC;CUP-G;Pallars Sobirà;11.214953271028037;420
Sort;40.4;JxCat;ERC;Pallars Sobirà;9.818569903948772;2154
Soses;36.69;JxCat;ERC;Segrià;15.419847328244273;1761
Sudanell;41.87;ERC;JxCat;Segrià;8.55614973262032;840
Sunyer;36.94;JxCat;ERC;Segrià;12.949640287769784;343
Talarn;51.43;JxCat;ERC;Pallars Jussà;17.5;595
Talavera;31.54;ERC;JxCat;Segarra;6.707317073170732;279
Tàrrega;46.09;JxCat;ERC;Urgell;12.762327247909914;17445
Tarrés;23.81;ERC;JxCat;Garrigues;3125;102
Tarroja de Segarra;41.22;JxCat;CUP-G;Segarra;1.1904761904761905;188
Térmens;34.32;JxCat;ERC;Noguera;7.131537242472266;1360
Tírvia;27.97;JxCat;ERC;Pallars Sobirà;12.5;134
Tiurana;20.9;JxCat;ERC;Noguera;5.769230769230769;77
Torà;40.22;JxCat;ERC;Segarra;7.984790874524715;1237
Els Torms;27.27;ERC;JxCat;Garrigues;6.896551724137931;138
Tornabous;39.35;JxCat;ERC;Urgell;5.714285714285714;822
Torrebesses;40.17;ERC;JxCat;Segrià;8.450704225352112;267
La Torre de Cabdella;33.13;JxCat;ERC;Pallars Jussà;8.294930875576037;759
Torrefarrera;45.07;ERC;JxCat;Segrià;14.162844036697248;4694
Torregrossa;40.32;ERC;JxCat;Pla d'Urgell;15.783540022547914;2179
Torrelameu;25.88;ERC;JxCat;Noguera;6.896551724137931;735
Torres de Segre;41.64;JxCat;ERC;Segrià;16.233766233766232;2366
