codi,Municipi,RBM_pers17,mun,Nom.Municipi,Cens,Votants,perc_participacio,Abstenció.x,perc_abst,1rpartit,2npartit,3rpartit,4tpartit,Codi comarca,Nom comarca,Vots.valids,PSC,ERC,JxCAT,VOX,CUP,ECP,Cs,PP,PDeCAT,PSC.perc,ERC.perc,JxCAT.perc,VOX.perc,CUP.perc,ECP.perc,Cs.perc,PP.perc,PDeCAT.perc,CodiINE,Poblacio,Hombres,Mujeres,Nom Província,Codi Comarca,Nom Comarca,Nom Municipi,Població,Cens electoral,Participació 13:00,perc_13_part_1,Participació 18.00,perc_18_part_1,Participació 20.00,perc_20_part_1,Abstenció.y,Vots nuls,Vots en blanc,Vots vàlids,C's17,Cs17_p,PP17,PP17_p,JUNTS17,JUNTS17_p,ECP17,ECP17_p,ERC17,ERC17_p,CUP17,CUP17_p,PSC17,PSC17_p
8253,Santa Maria de Besora,14236,santa maria de besora,Santa Maria de Besora,132,92,69.7,40,30.3,JxCat,ERC,CUP-G,PSC,24,Osona,90,6,22,39,0,11,3,0,0,3,6.666666666666667,24.444444444444443,43.333333333333336,0,12.222222222222221,3.3333333333333335,0,0,3.3333333333333335,82536,161,84,77,Barcelona,24,Osona,Santa Maria de Besora,162,122,52,42.62295081967213,91,74.59016393442623,113,92.62295081967213,9,0,0,113,1,0.8849557522123894,1,0.8849557522123894,71,62.83185840707964,3,2.6548672566371683,29,25.663716814159294,7,6.1946902654867255,0,0
8254,"Esquirol, L'",17502,"esquirol, l'","Esquirol, l'",1762,1288,73.1,474,26.9,JxCat,ERC,CUP-G,ECP-PEC,24,Osona,1277,38,351,547,11,209,43,1,2,43,2.975724353954581,27.48629600626468,42.834768989819885,0.8613938919342208,16.366483946750197,3.3672670321064997,0.07830853563038372,0.15661707126076743,3.3672670321064997,82541,2186,1098,1088,Barcelona,24,Osona,"Esquirol, l'",2188,1752,695,39.6689497716895,1295,73.91552511415526,1573,89.78310502283105,179,5,4,1568,42,2.6785714285714284,14,0.8928571428571428,839,53.50765306122449,34,2.1683673469387754,429,27.359693877551024,165,10.52295918367347,36,2.295918367346939
8255,Santa Maria de Merlès,15419,santa maria de merlès,Santa Maria de Merlès,124,89,71.77,35,28.23,JxCat,ERC,CUP-G,PDeCAT,14,Berguedà,89,1,19,38,1,18,3,0,0,7,1.1235955056179776,21.34831460674157,42.69662921348314,1.1235955056179776,20.224719101123593,3.3707865168539324,0,0,7.865168539325842,82554,184,89,95,Barcelona,14,Berguedà,Santa Maria de Merlès,177,142,52,36.61971830985916,100,70.4225352112676,124,87.32394366197182,18,0,2,124,1,0.8064516129032258,0,0,68,54.83870967741935,3,2.4193548387096775,25,20.161290322580644,20,16.129032258064516,4,3.225806451612903
8256,Santa Maria de Martorelles,16487,santa maria de martorelles,Santa Maria de Martorelles,692,425,61.42,267,38.58,ERC,JxCat,PSC,ECP-PEC,41,Vallès Oriental,420,53,114,78,26,50,51,12,8,9,12.619047619047619,27.142857142857142,18.571428571428573,6.190476190476191,11.904761904761903,12.142857142857142,2.857142857142857,1.9047619047619049,2.142857142857143,82567,890,446,444,Barcelona,41,Vallès Oriental,Santa Maria de Martorelles,851,662,246,37.160120845921455,487,73.56495468277946,579,87.46223564954683,83,1,6,578,101,17.474048442906575,12,2.0761245674740483,144,24.91349480968858,52,8.996539792387544,170,29.411764705882355,46,7.958477508650519,42,7.26643598615917
8257,Santa Maria de Miralles,18195,santa maria de miralles,Santa Maria de Miralles,106,76,71.7,30,28.3,JxCat,ERC,PDeCAT,PSC,6,Anoia,75,7,15,23,3,6,5,0,1,12,9.333333333333334,20,30.666666666666664,4,8,6.666666666666667,0,1.3333333333333335,16,82573,119,64,55,Barcelona,6,Anoia,Santa Maria de Miralles,140,103,37,35.92233009708738,77,74.75728155339806,93,90.29126213592234,10,0,1,93,6,6.451612903225806,1,1.0752688172043012,47,50.53763440860215,8,8.60215053763441,23,24.731182795698924,2,2.1505376344086025,4,4.301075268817205
8258,Santa Maria d'Oló,14266,santa maria d'oló,Santa Maria d'Oló,839,588,70.08,251,29.92,ERC,JxCat,CUP-G,PSC,42,Moianès,580,23,200,200,4,102,8,5,6,18,3.9655172413793105,34.48275862068966,34.48275862068966,0.6896551724137931,17.586206896551722,1.3793103448275863,0.8620689655172413,1.0344827586206897,3.103448275862069,82589,1024,518,506,Barcelona,42,Moianès,Santa Maria d'Oló,1065,819,330,40.29304029304029,685,83.63858363858364,742,90.5982905982906,77,6,2,736,24,3.260869565217391,12,1.6304347826086956,326,44.29347826086957,12,1.6304347826086956,267,36.27717391304348,73,9.918478260869565,20,2.717391304347826
8259,Santa Maria de Palautordera,15396,santa maria de palautordera,Santa Maria de Palautordera,7108,4371,61.49,2737,38.51,JxCat,ERC,PSC,CUP-G,41,Vallès Oriental,4322,669,1102,1278,193,423,238,120,81,113,15.478944932901435,25.497454881999076,29.569643683479867,4.465525219805645,9.787135585377142,5.506709856547895,2.776492364645997,1.8741323461360482,2.6145303100416477,82592,9630,4870,4760,Barcelona,41,Vallès Oriental,Santa Maria de Palautordera,9138,6760,2592,38.34319526627219,4906,72.57396449704142,5848,86.50887573964498,912,19,24,5829,903,15.491507977354606,146,2.504717790358552,1976,33.899468176359584,340,5.8329044433007375,1503,25.784868759650024,328,5.627037227654829,548,9.401269514496482
8260,Santa Perpètua de Mogoda,14806,santa perpètua de mogoda,Santa Perpètua de Mogoda,18704,9460,50.58,9244,49.42,PSC,ERC,VOX,JxCat,40,Vallès Occidental,9301,2913,1890,943,1007,371,830,743,333,117,31.31921298785077,20.320395656381034,10.138694764003871,10.826792817976562,3.988818406622944,8.923771637458337,7.98838834533921,3.5802601870766586,1.257929254918826,82606,25999,13083,12916,Barcelona,40,Vallès Occidental,Santa Perpètua de Mogoda,25409,18371,6339,34.50547057862936,12468,67.86783517500409,15251,83.0167111207882,3120,51,69,15200,5263,34.625,554,3.6447368421052633,1763,11.598684210526315,1616,10.631578947368421,2761,18.164473684210527,492,3.236842105263158,2456,16.157894736842103
8261,Santa Susanna,15545,santa susanna,Santa Susanna,2447,1388,56.72,1059,43.28,ERC,JxCat,PSC,VOX,21,Maresme,1375,246,313,271,130,104,84,122,42,32,17.89090909090909,22.763636363636365,19.70909090909091,9.454545454545455,7.563636363636364,6.109090909090909,8.872727272727273,3.0545454545454547,2.327272727272727,82613,3548,1775,1773,Barcelona,21,Maresme,Santa Susanna,3293,2352,857,36.43707482993197,1580,67.17687074829932,1939,82.44047619047619,413,9,4,1930,593,30.72538860103627,60,3.1088082901554404,466,24.145077720207254,106,5.492227979274611,437,22.642487046632123,80,4.145077720207254,171,8.860103626943005
8262,Sant Vicenç de Castellet,13402,sant vicenç de castellet,Sant Vicenç de Castellet,6968,3323,47.69,3645,52.31,ERC,JxCat,PSC,CUP-G,7,Bages,3264,660,858,738,215,218,184,155,69,79,20.22058823529412,26.286764705882355,22.610294117647058,6.5870098039215685,6.678921568627451,5.637254901960785,4.748774509803921,2.1139705882352944,2.420343137254902,82628,9767,4892,4875,Barcelona,7,Bages,Sant Vicenç de Castellet,9326,6843,2238,32.70495396755809,4438,64.85459593745433,5399,78.89814408884992,1444,13,37,5386,1189,22.075751949498702,154,2.8592647604901598,1209,22.447085035276643,330,6.126995915336057,1482,27.51578165614556,206,3.824730783512811,718,13.330857779428145
8263,Sant Vicenç dels Horts,14068,sant vicenç dels horts,Sant Vicenç dels Horts,21241,10391,48.92,10850,51.08,PSC,ERC,VOX,Cs,11,Baix Llobregat,10221,3029,2719,707,1215,358,729,770,334,145,29.63506506212699,26.602093728597985,6.917131396145192,11.887290871734663,3.5025927013012423,7.132374523040798,7.533509441346248,3.2677820174151258,1.4186478818119557,82634,28268,14044,14224,Barcelona,11,Baix Llobregat,Sant Vicenç dels Horts,28103,21082,7124,33.791860354805046,14325,67.94896119912723,17341,82.25500426904469,3741,70,96,17271,6212,35.9678073070465,597,3.4566614556192463,998,5.778472584100515,1358,7.862891552313125,4553,26.36210989520005,322,1.8643969660123907,2915,16.87800358983267
8264,Sant Vicenç de Montalt,24027,sant vicenç de montalt,Sant Vicenç de Montalt,4693,2823,60.15,1870,39.85,JxCat,ERC,PSC,VOX,21,Maresme,2789,400,530,800,275,118,108,194,139,136,14.342058085335246,19.0032269630692,28.684116170670492,9.860164933667981,4.230907135173897,3.872355683040516,6.955898171387593,4.9838651846539985,4.876299749013984,82649,6452,3245,3207,Barcelona,21,Maresme,Sant Vicenç de Montalt,6007,4410,1538,34.87528344671202,3023,68.54875283446712,3755,85.14739229024943,655,10,12,3745,953,25.447263017356477,100,2.67022696929239,1271,33.938584779706275,141,3.7650200267022695,801,21.388518024032045,123,3.2843791722296394,319,8.518024032042723
8265,Sant Vicenç de Torelló,16888,sant vicenç de torelló,Sant Vicenç de Torelló,1621,1132,69.83,489,30.17,JxCat,ERC,CUP-G,PSC,24,Osona,1116,80,260,472,20,176,21,12,8,39,7.168458781362006,23.297491039426525,42.29390681003584,1.7921146953405016,15.770609318996415,1.881720430107527,1.0752688172043012,0.7168458781362007,3.494623655913978,82652,2058,1023,1035,Barcelona,24,Osona,Sant Vicenç de Torelló,1975,1559,541,34.70173187940988,1159,74.34252726106479,1398,89.67286722257857,161,5,4,1393,88,6.317300789662599,15,1.0768126346015794,673,48.31299353912419,27,1.938262742282843,406,29.145728643216078,117,8.399138549892319,61,4.379038047379756
8266,Cerdanyola del Vallès,17739,cerdanyola del vallès,Cerdanyola del Vallès,43468,24023,55.27,19445,44.73,PSC,ERC,JxCat,ECP-PEC,40,Vallès Occidental,23727,7089,4404,2935,1871,1445,2264,1771,993,388,29.877354912125426,18.561132886584904,12.369873983225862,7.885531251317065,6.09010831542125,9.541872128798415,7.464070468242929,4.18510557592616,1.6352678383276438,82665,57855,28284,29571,Barcelona,40,Vallès Occidental,Cerdanyola del Vallès,57402,43223,15764,36.471323138144044,30635,70.87661661615343,36609,84.69796173333641,6614,129,175,36480,10741,29.443530701754383,1555,4.2626096491228065,4752,13.026315789473683,3727,10.21655701754386,6914,18.952850877192983,1540,4.2214912280701755,6607,18.111293859649123
8267,Sentmenat,15459,sentmenat,Sentmenat,6897,3609,52.33,3288,47.67,ERC,PSC,JxCat,VOX,40,Vallès Occidental,3554,806,841,682,340,286,254,135,88,50,22.678671918964547,23.663477771525045,19.189645469893076,9.566685424873382,8.047270680922903,7.14687675858188,3.7985368598761955,2.4760832864378166,1.4068655036578503,82671,9235,4681,4554,Barcelona,40,Vallès Occidental,Sentmenat,8645,6638,2075,31.259415486592346,4445,66.96294064477252,5579,84.04639951792709,1059,26,26,5553,1412,25.427696740500632,142,2.5571763010985054,1110,19.98919502971367,467,8.409868539528183,1261,22.70844588510715,306,5.510534846029174,746,13.434179722672429
8268,Cercs,14975,cercs,Cercs,979,583,59.55,396,40.45,ERC,JxCat,PSC,CUP-G,14,Berguedà,571,76,193,174,17,53,13,12,6,18,13.309982486865149,33.80035026269702,30.472854640980735,2.9772329246935203,9.281961471103326,2.276707530647986,2.1015761821366024,1.0507880910683012,3.1523642732049035,82687,1150,568,582,Barcelona,14,Berguedà,Cercs,1246,989,359,36.29929221435793,685,69.26188068756319,825,83.417593528817,164,2,3,823,110,13.365735115431349,16,1.9441069258809234,295,35.84447144592953,25,3.0376670716889427,252,30.619684082624545,41,4.981773997569866,69,8.383961117861482
8269,Seva,17211,seva,Seva,2780,1748,62.88,1032,37.12,JxCat,ERC,CUP-G,PSC,24,Osona,1728,115,446,718,68,191,49,19,21,59,6.6550925925925934,25.810185185185187,41.550925925925924,3.935185185185185,11.05324074074074,2.8356481481481484,1.099537037037037,1.215277777777778,3.4143518518518516,82690,3544,1806,1738,Barcelona,24,Osona,Seva,3488,2672,905,33.869760479041915,1964,73.50299401197606,2356,88.17365269461078,316,5,16,2351,236,10.038281582305402,41,1.7439387494683114,1133,48.19225861335602,51,2.1692896639727772,605,25.733730327520206,154,6.55040408336878,102,4.3385793279455545
8270,Sitges,21084,sitges,Sitges,19238,10767,55.97,8471,44.03,PSC,ERC,JxCat,VOX,17,Garraf,10649,2456,2107,2057,1020,496,627,821,518,351,23.063198422387078,19.785895389238426,19.316367734059536,9.578364165649358,4.657714339374589,5.887876795943281,7.709644098037375,4.864306507653301,3.296084139355808,82704,29553,14811,14742,Barcelona,17,Garraf,Sitges,28171,18778,7076,37.68239429119182,12712,67.69624028118011,15157,80.71679625093195,3621,37,52,15120,4166,27.55291005291005,538,3.558201058201058,3465,22.916666666666664,1010,6.67989417989418,3158,20.886243386243386,638,4.21957671957672,1936,12.804232804232804
8271,Sobremunt,.,sobremunt,Sobremunt,65,36,55.38,29,44.62,CUP-G,JxCat,ERC,ECP-PEC,24,Osona,36,0,4,10,0,16,3,0,0,1,0,11.11111111111111,27.77777777777778,0,44.44444444444444,8.333333333333332,0,0,2.7777777777777777,82711,78,34,44,Barcelona,24,Osona,Sobremunt,83,72,22,30.555555555555557,45,62.5,61,84.72222222222221,11,0,0,61,2,3.278688524590164,0,0,35,57.377049180327866,2,3.278688524590164,12,19.672131147540984,9,14.754098360655737,1,1.639344262295082
8272,Sora,12623,sora,Sora,162,116,71.6,46,28.4,JxCat,ERC,CUP-G,PDeCAT,24,Osona,115,2,29,42,0,21,3,2,0,10,1.7391304347826086,25.217391304347824,36.52173913043478,0,18.26086956521739,2.608695652173913,1.7391304347826086,0,8.695652173913043,82726,212,121,91,Barcelona,24,Osona,Sora,175,156,52,33.33333333333333,113,72.43589743589743,133,85.25641025641025,23,0,1,133,6,4.511278195488721,0,0,73,54.88721804511278,4,3.007518796992481,39,29.32330827067669,9,6.7669172932330826,1,0.7518796992481203
8273,Subirats,15454,subirats,Subirats,2423,1649,68.06,774,31.94,JxCat,ERC,CUP-G,PSC,3,Alt Penedès,1627,150,443,514,51,243,55,25,29,94,9.21942224953903,27.228027043638598,31.591886908420406,3.1346035648432697,14.935464044253226,3.380454824830977,1.5365703749231714,1.782421634910879,5.777504609711125,82732,3104,1619,1485,Barcelona,3,Alt Penedès,Subirats,3029,2335,896,38.37259100642398,1707,73.1049250535332,2038,87.28051391862955,297,3,11,2035,194,9.533169533169533,45,2.211302211302211,828,40.68796068796069,80,3.9312039312039313,574,28.206388206388205,184,9.041769041769042,107,5.257985257985258
8274,Súria,16523,súria,Súria,4598,2601,56.57,1997,43.43,PSC,ERC,JxCat,CUP-G,7,Bages,2563,722,611,583,111,173,115,103,49,54,28.17011314865392,23.83925087787749,22.746781115879827,4.330862270776434,6.7499024580569635,4.486929379633242,4.0187280530628176,1.911822083495903,2.1069059695669137,82747,5948,2894,3054,Barcelona,7,Bages,Súria,5999,4639,1676,36.128475964647556,3346,72.12761370985126,3947,85.08299202414314,692,18,11,3929,880,22.397556630185797,108,2.748791040977348,982,24.993637057775516,223,5.675744464240265,868,22.092135403410538,188,4.78493255281242,630,16.0346144057012
8275,Tavèrnoles,22185,tavèrnoles,Tavèrnoles,249,179,71.89,70,28.11,JxCat,ERC,CUP-G,PDeCAT,24,Osona,178,10,41,75,1,29,3,0,1,12,5.617977528089887,23.03370786516854,42.13483146067416,0.5617977528089888,16.292134831460675,1.6853932584269662,0,0.5617977528089888,6.741573033707865,82750,322,166,156,Barcelona,24,Osona,Tavèrnoles,317,249,102,40.963855421686745,204,81.92771084337349,239,95.98393574297188,10,0,0,239,8,3.3472803347280333,3,1.2552301255230125,137,57.32217573221757,4,1.6736401673640167,52,21.75732217573222,25,10.460251046025103,10,4.184100418410042
8276,Tagamanent,14957,tagamanent,Tagamanent,241,147,61,94,39,JxCat,ERC,ECP-PEC,PSC,41,Vallès Oriental,147,12,41,45,10,11,15,5,0,7,8.16326530612245,27.89115646258503,30.612244897959183,6.802721088435375,7.482993197278912,10.204081632653061,3.4013605442176873,0,4.761904761904762,82763,318,161,157,Barcelona,41,Vallès Oriental,Tagamanent,322,242,69,28.512396694214875,172,71.07438016528926,202,83.47107438016529,40,0,3,202,29,14.356435643564355,3,1.4851485148514851,73,36.13861386138614,9,4.455445544554455,61,30.198019801980198,20,9.900990099009901,4,1.9801980198019802
8277,Talamanca,17970,talamanca,Talamanca,174,122,70.11,52,29.89,JxCat,ERC,PDeCAT,PSC,7,Bages,121,9,41,43,0,7,3,1,5,11,7.43801652892562,33.88429752066116,35.53719008264463,0,5.785123966942149,2.479338842975207,0.8264462809917356,4.132231404958678,9.090909090909092,82779,209,118,91,Barcelona,7,Bages,Talamanca,141,162,65,40.123456790123456,113,69.75308641975309,147,90.74074074074075,15,0,0,147,9,6.122448979591836,6,4.081632653061225,70,47.61904761904761,4,2.7210884353741496,42,28.57142857142857,13,8.843537414965986,3,2.0408163265306123
8278,Taradell,16661,taradell,Taradell,4999,3229,64.59,1770,35.41,JxCat,ERC,CUP-G,PSC,24,Osona,3199,177,756,1547,65,350,63,20,35,103,5.5329790559549865,23.63238512035011,48.35886214442014,2.031884964051266,10.940919037199125,1.9693654266958425,0.6251953735542357,1.0940919037199124,3.219756173804314,82785,6640,3326,3314,Barcelona,24,Osona,Taradell,6219,4791,1579,32.95762888749739,3468,72.38572323105824,4244,88.58275934042997,547,12,16,4232,278,6.568998109640832,57,1.3468809073724008,2344,55.3875236294896,96,2.2684310018903595,1031,24.362003780718336,251,5.931001890359168,150,3.544423440453686
8279,Terrassa,14538,terrassa,Terrassa,156483,78069,50.59,76259,49.41,PSC,ERC,JxCat,VOX,40,Vallès Occidental,77100,19964,16172,12839,7080,4252,5831,4931,2580,1565,25.893644617380023,20.975356679636835,16.652399481193257,9.182879377431908,5.514915693904021,7.562905317769131,6.395590142671854,3.3463035019455254,2.0298313878080414,82798,223627,109948,113679,Barcelona,40,Vallès Occidental,Terrassa,215517,154017,50883,33.03726212041528,102992,66.87054026503569,126276,81.98835193517598,27741,445,627,125831,37507,29.80744013796282,4716,3.747884066724416,20881,16.594479897640486,11395,9.055797061137557,25219,20.041961042986227,4802,3.816229704921681,18789,14.931932512655862
8280,Tavertet,14552,tavertet,Tavertet,92,68,73.91,24,26.09,JxCat,ERC,CUP-G,ECP-PEC,24,Osona,68,2,19,25,0,10,7,2,0,3,2.941176470588235,27.941176470588236,36.76470588235294,0,14.705882352941178,10.294117647058822,2.941176470588235,0,4.411764705882353,82802,105,52,53,Barcelona,24,Osona,Tavertet,125,101,36,35.64356435643564,65,64.35643564356435,88,87.12871287128714,13,0,0,88,7,7.954545454545454,0,0,41,46.590909090909086,2,2.272727272727273,19,21.59090909090909,15,17.045454545454543,4,4.545454545454546
8281,Teià,23622,teià,Teià,4960,3264,65.81,1696,34.19,JxCat,ERC,PSC,CUP-G,21,Maresme,3222,457,757,1012,150,246,191,130,113,107,14.183736809435132,23.494723774053384,31.409062693978896,4.655493482309125,7.635009310986965,5.927995034140285,4.034761018001241,3.5071384233395406,3.3209186840471756,82819,6427,3153,3274,Barcelona,21,Maresme,Teià,6141,4802,1892,39.40024989587671,3519,73.28196584756351,4222,87.92169929196169,580,10,13,4212,748,17.758784425451093,88,2.089268755935423,1429,33.92687559354226,251,5.959164292497626,1059,25.14245014245014,238,5.650522317188984,355,8.428300094966762
8282,Tiana,25833,tiana,Tiana,6858,4646,67.75,2212,32.25,JxCat,ERC,PSC,CUP-G,21,Maresme,4601,778,1132,1178,216,370,268,208,163,207,16.909367528798086,24.603347098456858,25.603129754401216,4.69463160182569,8.041730058682894,5.824820691154097,4.520756357313627,3.5427081069332753,4.4990219517496195,82824,8945,4305,4640,Barcelona,21,Maresme,Tiana,8314,6627,2492,37.60374226648559,4796,72.37060510034706,5866,88.51667421155878,761,8,23,5858,1001,17.087743257084327,182,3.1068624103789686,1737,29.6517582792762,370,6.316148856264937,1625,27.73984294981222,298,5.08706043018095,585,9.9863434619324
8283,Tona,16085,tona,Tona,6217,3424,55.07,2793,44.93,JxCat,ERC,PSC,CUP-G,24,Osona,3389,359,750,1440,138,343,81,46,35,104,10.593095308350547,22.13042195337858,42.490410150486866,4.071997639421658,10.120979640011802,2.390085570964886,1.3573325464738861,1.0327530244910004,3.0687518442018296,82830,8356,4156,4200,Barcelona,24,Osona,Tona,8012,6056,1877,30.994055482166445,4158,68.65918097754293,5145,84.95706737120211,911,25,26,5120,715,13.96484375,79,1.54296875,2292,44.765625,150,2.9296875,1232,24.0625,273,5.33203125,311,6.07421875
8284,Tordera,12498,tordera,Tordera,12824,5447,42.48,7377,57.52,ERC,JxCat,PSC,VOX,21,Maresme,5347,1056,1370,1222,487,305,283,290,132,96,19.74939218253226,25.62184402468674,22.853936786983358,9.10791097811857,5.704133158780625,5.292687488311203,5.4236020198242,2.4686740228165327,1.7953992893211146,82845,17519,8870,8649,Barcelona,21,Maresme,Tordera,16345,12210,3981,32.60442260442261,7776,63.68550368550368,9507,77.86240786240786,2703,55,43,9452,2502,26.47058823529412,300,3.1739314430808294,2318,24.523910283537877,626,6.622936944561997,2035,21.52983495556496,323,3.41726618705036,1193,12.621667371984765
8285,Torelló,15731,torelló,Torelló,10309,5603,54.35,4706,45.65,JxCat,ERC,PSC,CUP-G,24,Osona,5498,632,1265,2209,169,585,168,140,52,147,11.49508912331757,23.00836667879229,40.178246635140056,3.0738450345580213,10.640232811931611,3.055656602400873,2.5463805020007277,0.9457984721716988,2.673699527100764,82858,14400,7171,7229,Barcelona,24,Osona,Torelló,13949,10286,3552,34.53237410071942,7326,71.22302158273382,8782,85.37818393933502,1504,28,41,8754,1191,13.605209047292666,137,1.5649988576650675,3680,42.03792551976239,288,3.289924605894448,2168,24.76582133881654,552,6.305688827964359,644,7.356636965958419
8286,"Torre de Claramunt, La",13912,"torre de claramunt, la","Torre de Claramunt, la",3000,1463,48.77,1537,51.23,PSC,ERC,JxCat,VOX,6,Anoia,1436,369,302,238,140,92,68,98,32,62,25.696378830083567,21.030640668523677,16.573816155988858,9.749303621169917,6.406685236768802,4.735376044568245,6.8245125348189415,2.2284122562674096,4.3175487465181055,82861,3741,1935,1806,Barcelona,6,Anoia,"Torre de Claramunt, la",3819,2892,993,34.33609958506224,2031,70.22821576763485,2384,82.43430152143844,508,6,17,2378,809,34.0201850294365,78,3.280067283431455,458,19.259882253994952,128,5.3826745164003365,453,19.049621530698065,88,3.700588730025231,319,13.414634146341465
8287,Torrelavit,15948,torrelavit,Torrelavit,1075,730,67.91,345,32.09,JxCat,ERC,CUP-G,PSC,3,Alt Penedès,714,54,230,250,9,79,34,9,7,26,7.563025210084033,32.212885154061624,35.01400560224089,1.2605042016806722,11.064425770308123,4.761904761904762,1.2605042016806722,0.9803921568627451,3.6414565826330536,82877,1422,721,701,Barcelona,3,Alt Penedès,Torrelavit,1393,1048,352,33.587786259541986,760,72.51908396946564,919,87.69083969465649,129,2,2,917,76,8.287895310796074,10,1.0905125408942202,420,45.80152671755725,49,5.343511450381679,258,28.135223555070883,57,6.2159214830970555,39,4.252998909487459
8288,Torrelles de Foix,11493,torrelles de foix,Torrelles de Foix,1746,764,43.76,982,56.24,ERC,PSC,JxCat,PDeCAT,3,Alt Penedès,753,138,197,119,55,58,45,32,18,81,18.326693227091635,26.162018592297475,15.803452855245684,7.3041168658698545,7.702523240371846,5.9760956175298805,4.249667994687915,2.3904382470119523,10.756972111553784,82883,2398,1281,1117,Barcelona,3,Alt Penedès,Torrelles de Foix,2308,1663,580,34.876728803367406,1040,62.53758268190018,1263,75.94708358388455,400,9,6,1254,272,21.690590111642745,48,3.827751196172249,304,24.242424242424242,80,6.379585326953747,298,23.76395534290271,57,4.545454545454546,174,13.875598086124402
8289,Torrelles de Llobregat,18361,torrelles de llobregat,Torrelles de Llobregat,4560,2688,58.95,1872,41.05,ERC,JxCat,PSC,CUP-G,11,Baix Llobregat,2658,454,798,565,139,281,188,90,49,44,17.080511662904442,30.02257336343115,21.25658389766742,5.2294958615500375,10.571858540255832,7.0729872084273895,3.3860045146726865,1.8434913468773513,1.655379984951091,82896,6073,3021,3052,Barcelona,11,Baix Llobregat,Torrelles de Llobregat,5851,4365,1396,31.981672394043525,3019,69.16380297823596,3752,85.95647193585339,613,13,16,3739,710,18.98903450120353,53,1.4174913078363198,776,20.754212356244985,300,8.023535704733886,1208,32.30810377106178,253,6.766515110992244,393,10.51083177320139
8290,Ullastrell,16994,ullastrell,Ullastrell,1567,991,63.24,576,36.76,ERC,JxCat,PSC,CUP-G,40,Vallès Occidental,981,110,294,291,54,109,51,37,8,13,11.213047910295616,29.96941896024465,29.66360856269113,5.5045871559633035,11.11111111111111,5.198776758409786,3.771661569826707,0.8154943934760449,1.325178389398573,82900,2089,1053,1036,Barcelona,40,Vallès Occidental,Ullastrell,2056,1509,457,30.28495692511597,1122,74.35387673956262,1356,89.86083499005964,153,3,6,1353,202,14.929785661492978,17,1.2564671101256468,411,30.376940133037696,64,4.730229120473023,451,33.33333333333333,86,6.356245380635625,100,7.390983000739099
8291,Vacarisses,15300,vacarisses,Vacarisses,5240,2545,48.57,2695,51.43,ERC,PSC,JxCat,VOX,40,Vallès Occidental,2516,471,690,427,233,199,201,140,55,35,18.72019077901431,27.42448330683625,16.971383147853736,9.26073131955485,7.909379968203497,7.988871224165342,5.5643879173290935,2.1860095389507155,1.3910969793322734,82917,6832,3500,3332,Barcelona,40,Vallès Occidental,Vacarisses,6218,4701,1546,32.886619868113165,3199,68.04935120187194,4017,85.44990427568602,684,11,27,4006,1178,29.405891163255117,94,2.3464802795806294,662,16.525212181727408,314,7.838242636045931,988,24.66300549176236,201,5.017473789316026,462,11.532700948577135
8292,Vallbona d'Anoia,14953,vallbona d'anoia,Vallbona d'Anoia,1062,648,61.02,414,38.98,JxCat,ERC,PSC,CUP-G,6,Anoia,636,118,141,170,32,97,24,18,16,12,18.553459119496853,22.169811320754718,26.729559748427672,5.031446540880504,15.251572327044025,3.7735849056603774,2.8301886792452833,2.515723270440252,1.8867924528301887,82922,1357,703,654,Barcelona,6,Anoia,Vallbona d'Anoia,1424,1063,383,36.030103480714956,791,74.41204139228599,907,85.32455315145813,156,14,3,893,141,15.789473684210526,31,3.4714445688689812,204,22.84434490481523,47,5.263157894736842,257,28.77939529675252,84,9.40649496080627,109,12.206047032474803
8293,Vallcebre,18733,vallcebre,Vallcebre,237,165,69.62,72,30.38,JxCat,ERC,CUP-G,PSC,14,Berguedà,162,15,45,55,2,25,3,0,3,13,9.25925925925926,27.77777777777778,33.95061728395062,1.2345679012345678,15.432098765432098,1.8518518518518516,0,1.8518518518518516,8.024691358024691,82938,249,140,109,Barcelona,14,Berguedà,Vallcebre,258,223,85,38.11659192825112,160,71.74887892376681,198,88.78923766816143,25,0,0,198,10,5.05050505050505,4,2.0202020202020203,104,52.52525252525253,3,1.5151515151515151,53,26.767676767676768,13,6.565656565656567,11,5.555555555555555
8294,Vallgorguina,15910,vallgorguina,Vallgorguina,2194,1258,57.34,936,42.66,JxCat,ERC,CUP-G,PSC,41,Vallès Oriental,1236,122,334,400,63,125,83,33,29,22,9.870550161812297,27.02265372168285,32.362459546925564,5.097087378640777,10.11326860841424,6.715210355987054,2.669902912621359,2.3462783171521036,1.779935275080906,82943,2988,1513,1475,Barcelona,41,Vallès Oriental,Vallgorguina,2699,2015,714,35.43424317617866,1394,69.18114143920594,1712,84.96277915632754,303,5,9,1707,240,14.059753954305801,29,1.698886936145284,589,34.50497949619215,100,5.8582308142940835,504,29.525483304042176,126,7.381370826010544,96,5.623901581722319
