codi,Municipi,RBM_pers17,mun,Nom.Municipi,Cens,Votants,perc_participacio,Abstenció.x,perc_abst,1rpartit,2npartit,3rpartit,4tpartit,Codi comarca,Nom comarca,Vots.valids,PSC,ERC,JxCAT,VOX,CUP,ECP,Cs,PP,PDeCAT,PSC.perc,ERC.perc,JxCAT.perc,VOX.perc,CUP.perc,ECP.perc,Cs.perc,PP.perc,PDeCAT.perc,CodiINE,Poblacio,Hombres,Mujeres,Nom Província,Codi Comarca,Nom Comarca,Nom Municipi,Població,Cens electoral,Participació 13:00,perc_13_part_1,Participació 18.00,perc_18_part_1,Participació 20.00,perc_20_part_1,Abstenció.y,Vots nuls,Vots en blanc,Vots vàlids,C's17,Cs17_p,PP17,PP17_p,JUNTS17,JUNTS17_p,ECP17,ECP17_p,ERC17,ERC17_p,CUP17,CUP17_p,PSC17,PSC17_p
25005,Alàs i Cerc,14091,alàs i cerc,Alàs i Cerc,262,167,63.74,95,36.26,JxCat,ERC,PSC,CUP-G,4,Alt Urgell,167,31,37,52,2,18,4,5,4,5,18.562874251497004,22.15568862275449,31.137724550898206,1.1976047904191618,10.778443113772456,2.3952095808383236,2.9940119760479043,2.3952095808383236,2.9940119760479043,250058,320,158,162,Lleida,4,Alt Urgell,Alàs i Cerc,356,283,86,30.3886925795053,188,66.43109540636041,225,79.50530035335689,58,0,1,225,23,10.222222222222223,6,2.666666666666667,91,40.44444444444444,6,2.666666666666667,57,25.333333333333336,21,9.333333333333334,19,8.444444444444445
25006,"Albagés, L'",10636,"albagés, l'","Albagés, l'",315,201,63.81,114,36.19,ERC,JxCat,PSC,VOX,18,Garrigues,192,30,62,43,16,11,6,7,6,5,15.625,32.29166666666667,22.395833333333336,8.333333333333332,5.729166666666666,3.125,3.6458333333333335,3.125,2.604166666666667,250061,361,189,172,Lleida,18,Garrigues,"Albagés, l'",419,331,123,37.160120845921455,214,64.6525679758308,272,82.17522658610272,59,2,3,270,43,15.925925925925927,10,3.7037037037037033,85,31.48148148148148,5,1.8518518518518516,84,31.11111111111111,8,2.9629629629629632,31,11.481481481481481
25007,Albatàrrec,12610,albatàrrec,Albatàrrec,1399,742,53.04,657,46.96,ERC,JxCat,PSC,VOX,33,Segrià,720,96,233,181,54,45,26,31,20,17,13.333333333333334,32.361111111111114,25.13888888888889,7.5,6.25,3.6111111111111107,4.305555555555555,2.7777777777777777,2.361111111111111,250077,2236,1142,1094,Lleida,33,Segrià,Albatàrrec,2139,1408,485,34.44602272727273,979,69.53125,1144,81.25,264,9,9,1135,220,19.383259911894275,39,3.4361233480176208,307,27.048458149779737,45,3.9647577092511015,347,30.572687224669604,50,4.405286343612335,102,8.986784140969164
25008,Albesa,13111,albesa,Albesa,1089,625,57.39,464,42.61,ERC,JxCat,CUP-G,PSC,23,Noguera,619,54,227,191,9,62,13,9,24,17,8.723747980613894,36.67205169628433,30.8562197092084,1.4539579967689822,10.016155088852988,2.10016155088853,1.4539579967689822,3.877221324717286,2.7463651050080773,250083,1561,848,713,Lleida,23,Noguera,Albesa,1608,1098,420,38.25136612021858,797,72.58652094717668,950,86.520947176684885,148,2,7,948,89,9.388185654008439,60,6.329113924050633,434,45.78059071729958,18,1.89873417721519,271,28.58649789029536,33,3.481012658227848,31,3.2700421940928273
25009,"Albi, L'",12609,"albi, l'","Albi, l'",594,413,69.53,181,30.47,JxCat,ERC,PSC,CUP-G,18,Garrigues,409,38,123,152,12,28,12,12,14,6,9.290953545232274,30.073349633251834,37.163814180929094,2.93398533007335,6.845965770171149,2.93398533007335,2.93398533007335,3.4229828850855744,1.466992665036675,250096,744,378,366,Lleida,18,Garrigues,"Albi, l'",834,613,242,39.47797716150082,434,70.79934747145188,521,84.99184339314844,92,5,3,516,64,12.4031007751938,27,5.232558139534884,198,38.372093023255815,22,4.263565891472868,147,28.488372093023255,23,4.457364341085271,30,5.813953488372093
25010,Alcanó,11570,alcanó,Alcanó,194,131,67.53,63,32.47,JxCat,ERC,PSC,CUP-G,33,Segrià,129,11,45,48,1,10,7,0,1,4,8.527131782945736,34.883720930232556,37.2093023255814,0.7751937984496124,7.751937984496124,5.426356589147287,0,0.7751937984496124,3.10077519379845,250100,238,121,117,Lleida,33,Segrià,Alcanó,242,200,90,45,145,72.5,172,86,28,0,2,172,9,5.232558139534884,1,0.5813953488372093,72,41.86046511627907,4,2.3255813953488373,66,38.372093023255815,12,6.976744186046512,4,2.3255813953488373
25011,Alcarràs,11908,alcarràs,Alcarràs,5289,2512,47.49,2777,52.51,ERC,JxCat,PSC,VOX,33,Segrià,2461,321,773,638,163,154,61,73,73,118,13.043478260869565,31.409995936611136,25.924420967086547,6.623323852092645,6.25761885412434,2.478667208451849,2.9662738724095896,2.9662738724095896,4.794798862251117,250117,9707,5096,4611,Lleida,33,Segrià,Alcarràs,9252,5249,1734,33.03486378357782,3369,64.18365402933892,4203,80.07239474185559,1046,9,24,4194,722,17.21506914639962,161,3.8388173581306626,1248,29.756795422031473,131,3.123509775870291,1398,33.33333333333333,153,3.648068669527897,312,7.439198855507868
25012,Alcoletge,13286,alcoletge,Alcoletge,2383,1192,50.02,1191,49.98,ERC,JxCat,PSC,VOX,33,Segrià,1159,198,308,281,73,67,51,55,24,32,17.083692838654013,26.57463330457291,24.245038826574632,6.298533218291631,5.780845556514237,4.400345125107852,4.745470232959448,2.070750647109577,2.76100086281277,250122,3435,1805,1630,Lleida,33,Segrià,Alcoletge,3270,2360,754,31.949152542372882,1565,66.3135593220339,1892,80.16949152542374,468,8,7,1884,408,21.656050955414013,66,3.5031847133757963,459,24.363057324840764,87,4.617834394904459,569,30.201698513800423,76,4.033970276008493,176,9.341825902335456
25013,Alfarràs,11387,alfarràs,Alfarràs,2072,1071,51.69,1001,48.31,JxCat,PSC,ERC,VOX,33,Segrià,1061,234,230,331,58,51,24,39,43,26,22.054665409990577,21.677662582469367,31.196983977379833,5.466540999057493,4.806786050895382,2.2620169651272386,3.6757775683317626,4.0527803958529685,2.4505183788878417,250138,2765,1440,1325,Lleida,33,Segrià,Alfarràs,3003,2100,729,34.714285714285715,1281,61,1622,77.23809523809524,478,4,8,1618,304,18.788627935723117,93,5.7478368355995055,380,23.48578491965389,83,5.129789864029666,411,25.401730531520393,68,4.202719406674907,259,16.00741656365884
25014,Alfés,13252,alfés,Alfés,250,168,67.2,82,32.8,ERC,JxCat,PDeCAT,CUP-G,33,Segrià,164,8,60,45,0,16,4,2,0,25,4.878048780487805,36.58536585365854,27.439024390243905,0,9.75609756097561,2.4390243902439024,1.2195121951219512,0,15.24390243902439,250143,297,159,138,Lleida,33,Segrià,Alfés,315,247,101,40.89068825910931,184,74.49392712550608,216,87.4493927125506,31,0,2,216,5,2.314814814814815,4,1.8518518518518516,100,46.2962962962963,1,0.4629629629629629,86,39.81481481481482,15,6.944444444444445,2,0.9259259259259258
25015,Algerri,13884,algerri,Algerri,347,212,61.1,135,38.9,JxCat,ERC,CUP-G,PSC,23,Noguera,209,15,73,74,5,19,4,6,7,5,7.177033492822966,34.92822966507177,35.406698564593306,2.3923444976076556,9.090909090909092,1.9138755980861244,2.8708133971291865,3.349282296650718,2.3923444976076556,250156,404,219,185,Lleida,23,Noguera,Algerri,423,349,137,39.25501432664756,253,72.49283667621776,289,82.8080229226361,60,0,4,289,34,11.76470588235294,13,4.498269896193772,109,37.71626297577855,15,5.190311418685121,91,31.4878892733564,10,3.4602076124567476,8,2.768166089965398
25016,Alguaire,13434,alguaire,Alguaire,2074,1125,54.24,949,45.76,JxCat,ERC,PSC,CUP-G,33,Segrià,1107,126,361,383,22,80,26,14,28,38,11.38211382113821,32.61065943992773,34.59801264679314,1.9873532068654018,7.226738934056007,2.3486901535682025,1.2646793134598013,2.5293586269196027,3.4327009936766033,250169,3029,1606,1423,Lleida,33,Segrià,Alguaire,3093,2107,748,35.500711912672045,1434,68.05885144755577,1726,81.91741813004272,381,10,5,1716,207,12.062937062937063,51,2.972027972027972,614,35.78088578088578,47,2.738927738927739,564,32.86713286713287,73,4.2540792540792545,145,8.44988344988345
25017,Alins,14898,alins,Alins,231,157,67.97,74,32.03,JxCat,ERC,PSC,PDeCAT,26,Pallars Sobirà,153,21,39,47,0,12,5,1,3,20,13.725490196078432,25.49019607843137,30.718954248366014,0,7.8431372549019605,3.2679738562091507,0.6535947712418301,1.9607843137254901,13.071895424836603,250175,272,143,129,Lleida,26,Pallars Sobirà,Alins,286,236,61,25.847457627118644,127,53.813559322033896,190,80.50847457627118,46,1,1,189,5,2.6455026455026456,3,1.5873015873015872,97,51.32275132275132,5,2.6455026455026456,63,33.33333333333333,8,4.232804232804233,6,3.1746031746031744
25019,Almacelles,13222,almacelles,Almacelles,4591,2094,45.61,2497,54.39,ERC,JxCat,PSC,VOX,33,Segrià,2033,361,544,476,128,112,105,86,102,54,17.75700934579439,26.75848499754058,23.41367437284801,6.296114117068371,5.509099852434826,5.164781111657649,4.230201672405312,5.017215937038859,2.6561731431382194,250194,6826,3649,3177,Lleida,33,Segrià,Almacelles,6699,4588,1417,30.884917175239757,2768,60.33129904097646,3459,75.39232781168265,1129,16,20,3443,745,21.638106302643042,194,5.634620970084229,930,27.011327330816147,218,6.331687481847226,811,23.555039209991286,149,4.327621260528609,353,10.252686610514086
25020,Almatret,14764,almatret,Almatret,272,199,73.16,73,26.84,JxCat,ERC,PDeCAT,PSC,33,Segrià,197,13,53,73,11,10,4,3,6,17,6.598984771573605,26.903553299492383,37.055837563451774,5.583756345177665,5.0761421319796955,2.030456852791878,1.5228426395939088,3.0456852791878175,8.629441624365482,250208,305,170,135,Lleida,33,Segrià,Almatret,333,280,124,44.285714285714285,210,75,249,88.92857142857142,31,0,0,249,26,10.441767068273093,18,7.228915662650602,106,42.570281124497996,6,2.4096385542168677,76,30.522088353413658,8,3.2128514056224895,8,3.2128514056224895
25021,Almenar,12711,almenar,Almenar,2527,1267,50.14,1260,49.86,ERC,JxCat,PSC,CUP-G,33,Segrià,1251,175,473,320,44,83,31,21,19,53,13.988808952837731,37.80975219824141,25.579536370903277,3.5171862509992007,6.634692246203038,2.478017585931255,1.6786570743405276,1.518784972022382,4.236610711430855,250215,3357,1774,1583,Lleida,33,Segrià,Almenar,3547,2565,859,33.48927875243665,1633,63.66471734892788,2043,79.64912280701755,522,5,11,2038,263,12.904808635917567,63,3.0912659470068693,660,32.3846908734053,66,3.23846908734053,683,33.51324828263003,100,4.906771344455349,183,8.979391560353287
25022,Alòs de Balaguer,16433,alòs de balaguer,Alòs de Balaguer,104,62,59.62,42,40.38,JxCat,ERC,PSC,ECP-PEC,23,Noguera,62,6,19,24,0,2,4,2,1,4,9.67741935483871,30.64516129032258,38.70967741935484,0,3.225806451612903,6.451612903225806,3.225806451612903,1.6129032258064515,6.451612903225806,250220,132,79,53,Lleida,23,Noguera,Alòs de Balaguer,126,108,42,38.88888888888889,63,58.333333333333336,91,84.25925925925925,17,1,0,90,2,2.2222222222222223,2,2.2222222222222223,53,58.88888888888889,3,3.3333333333333335,27,30,2,2.2222222222222223,1,1.1111111111111112
25023,Alpicat,18039,alpicat,Alpicat,4642,2699,58.14,1943,41.86,JxCat,ERC,PSC,VOX,33,Segrià,2654,376,677,739,197,141,73,108,98,179,14.167294649585532,25.50866616428033,27.84476262245667,7.422758100979654,5.312735493594574,2.750565184626978,4.069329314242653,3.6925395629238884,6.744536548605878,250236,6266,3138,3128,Lleida,33,Segrià,Alpicat,6297,4521,1490,32.957310329573104,3072,67.94956867949568,3854,85.24662685246626,667,9,19,3845,775,20.156046814044213,135,3.5110533159947983,1262,32.82184655396619,138,3.589076723016905,977,25.409622886866064,144,3.745123537061118,355,9.232769830949286
25024,Alt Àneu,20273,alt àneu,Alt Àneu,366,248,67.76,118,32.24,JxCat,ERC,CUP-G,PSC,26,Pallars Sobirà,247,25,82,87,1,31,2,1,2,12,10.121457489878543,33.198380566801625,35.22267206477733,0.4048582995951417,12.550607287449392,0.8097165991902834,0.4048582995951417,0.8097165991902834,4.8582995951417,250241,414,239,175,Lleida,26,Pallars Sobirà,Alt Àneu,416,355,101,28.450704225352112,187,52.67605633802817,284,80,71,0,1,284,6,2.112676056338028,2,0.7042253521126761,112,39.436619718309856,10,3.5211267605633805,103,36.267605633802816,30,10.56338028169014,17,5.985915492957746
25025,Naut Aran,17918,naut aran,Naut Aran,1417,725,51.16,692,48.84,PSC,VOX,ERC,JxCat,39,Aran,693,179,106,95,113,33,26,55,43,20,25.82972582972583,15.295815295815295,13.708513708513708,16.305916305916305,4.761904761904762,3.751803751803752,7.936507936507936,6.204906204906205,2.886002886002886,250254,1836,953,883,Lleida,39,Consell General d'Aran,Naut Aran,1782,1359,349,25.680647534952172,795,58.498896247240616,1066,78.44002943340692,293,10,10,1056,352,33.33333333333333,50,4.734848484848484,184,17.424242424242426,79,7.481060606060606,122,11.553030303030303,51,4.829545454545454,186,17.613636363636363
25027,Anglesola,13264,anglesola,Anglesola,971,569,58.6,402,41.4,JxCat,ERC,VOX,PDeCAT,38,Urgell,563,15,194,223,27,21,16,17,12,24,2.664298401420959,34.4582593250444,39.60923623445826,4.7957371225577266,3.7300177619893424,2.841918294849023,3.019538188277087,2.1314387211367674,4.262877442273535,250273,1365,689,676,Lleida,38,Urgell,Anglesola,1360,978,380,38.85480572597137,718,73.41513292433538,822,84.04907975460122,156,2,5,820,88,10.731707317073171,25,3.048780487804878,361,44.02439024390244,17,2.073170731707317,266,32.4390243902439,36,4.390243902439024,22,2.682926829268293
25029,Arbeca,12234,arbeca,Arbeca,1581,971,61.42,610,38.58,JxCat,ERC,PSC,CUP-G,18,Garrigues,954,112,306,324,17,91,27,10,25,31,11.740041928721174,32.075471698113205,33.9622641509434,1.781970649895178,9.538784067085954,2.8301886792452833,1.0482180293501049,2.6205450733752618,3.2494758909853245,250292,2126,1101,1025,Lleida,18,Garrigues,Arbeca,2389,1626,568,34.932349323493234,1129,69.43419434194342,1370,84.25584255842558,256,3,4,1367,79,5.779078273591807,48,3.511338697878566,615,44.98902706656913,31,2.267739575713241,416,30.431602048280908,84,6.144842721287491,85,6.217995610826628
25030,"Pont de Bar, El",13555,"pont de bar, el","Pont de Bar, el",133,75,56.39,58,43.61,JxCat,ERC,CUP-G,PSC,4,Alt Urgell,74,4,19,27,1,15,3,0,1,3,5.405405405405405,25.675675675675674,36.486486486486484,1.3513513513513513,20.27027027027027,4.054054054054054,0,1.3513513513513513,4.054054054054054,250306,152,91,61,Lleida,4,Alt Urgell,"Pont de Bar, el",172,130,38,29.230769230769234,64,49.23076923076923,94,72.3076923076923,36,0,3,94,7,7.446808510638298,0,0,47,50,0,0,24,25.53191489361702,12,12.76595744680851,1,1.0638297872340425
25031,Arres,.,arres,Arres,55,29,52.73,26,47.27,PSC,VOX,JxCat,Cs,39,Aran,29,11,2,3,5,1,0,2,2,1,37.93103448275862,6.896551724137931,10.344827586206897,17.24137931034483,3.4482758620689653,0,6.896551724137931,6.896551724137931,3.4482758620689653,250313,60,39,21,Lleida,39,Consell General d'Aran,Arres,73,52,5,9.615384615384617,16,30.76923076923077,38,73.07692307692307,14,0,0,38,22,57.89473684210527,3,7.894736842105263,8,21.052631578947366,0,0,2,5.263157894736842,0,0,3,7.894736842105263
25032,Arsèguel,.,arsèguel,Arsèguel,65,44,67.69,21,32.31,ERC,JxCat,CUP-G,PSC,4,Alt Urgell,43,2,20,9,1,6,1,0,0,1,4.651162790697675,46.51162790697674,20.930232558139537,2.3255813953488373,13.953488372093023,2.3255813953488373,0,0,2.3255813953488373,250328,81,46,35,Lleida,4,Alt Urgell,Arsèguel,81,67,26,38.80597014925373,46,68.65671641791045,56,83.5820895522388,11,0,0,56,2,3.571428571428571,1,1.7857142857142856,17,30.357142857142854,1,1.7857142857142856,26,46.42857142857143,7,12.5,1,1.7857142857142856
25033,Artesa de Lleida,13653,artesa de lleida,Artesa de Lleida,1129,751,66.52,378,33.48,ERC,JxCat,CUP-G,PSC,33,Segrià,743,65,255,230,22,69,15,12,10,47,8.748317631224763,34.32032301480484,30.955585464333783,2.9609690444145356,9.286675639300135,2.0188425302826376,1.6150740242261103,1.3458950201884252,6.3257065948856,250334,1535,816,719,Lleida,33,Segrià,Artesa de Lleida,1508,1123,385,34.283170080142476,800,71.23775601068566,969,86.28673196794301,154,9,4,960,106,11.041666666666666,21,2.1875,421,43.854166666666664,26,2.7083333333333335,263,27.395833333333336,64,6.666666666666667,47,4.895833333333333
25034,Artesa de Segre,12719,artesa de segre,Artesa de Segre,2273,1332,58.6,941,41.4,ERC,JxCat,CUP-G,PSC,23,Noguera,1310,101,453,448,39,105,19,17,25,75,7.709923664122137,34.58015267175573,34.19847328244275,2.9770992366412212,8.015267175572518,1.450381679389313,1.297709923664122,1.9083969465648856,5.7251908396946565,250349,3400,1756,1644,Lleida,23,Noguera,Artesa de Segre,3656,2328,817,35.09450171821305,1582,67.9553264604811,1940,83.33333333333334,388,11,9,1929,201,10.419906687402799,73,3.784344219803007,846,43.856920684292376,27,1.3996889580093312,599,31.052358735095904,91,4.717470191809228,70,3.6288232244686367
25035,"Sentiu de Sió, La",14750,"sentiu de sió, la","Sentiu de Sió, la",367,237,64.58,130,35.42,JxCat,ERC,PSC,CUP-G,23,Noguera,233,28,63,85,12,14,9,2,3,7,12.017167381974248,27.038626609442062,36.48068669527897,5.150214592274678,6.008583690987124,3.862660944206009,0.8583690987124464,1.2875536480686696,3.004291845493562,250352,414,217,197,Lleida,23,Noguera,"Sentiu de Sió, la",467,379,151,39.84168865435356,262,69.12928759894459,317,83.64116094986808,62,1,1,316,42,13.291139240506327,14,4.430379746835443,112,35.44303797468354,12,3.79746835443038,94,29.746835443037973,20,6.329113924050633,18,5.69620253164557
25036,Aspa,14359,aspa,Aspa,173,122,70.52,51,29.48,PSC,JxCat,ERC,CUP-G,33,Segrià,121,34,21,31,8,13,0,5,7,0,28.09917355371901,17.355371900826448,25.6198347107438,6.6115702479338845,10.743801652892563,0,4.132231404958678,5.785123966942149,0,250365,220,115,105,Lleida,33,Segrià,Aspa,215,185,64,34.5945945945946,131,70.8108108108108,157,84.86486486486487,28,2,5,155,28,18.064516129032256,9,5.806451612903226,42,27.09677419354839,9,5.806451612903226,32,20.64516129032258,11,7.096774193548387,19,12.258064516129032
25037,"Avellanes i Santa Linya, Les",14452,"avellanes i santa linya, les","Avellanes i Santa Linya, les",368,201,54.62,167,45.38,ERC,JxCat,CUP-G,PSC,23,Noguera,197,17,74,57,7,19,3,1,2,11,8.629441624365482,37.56345177664975,28.934010152284262,3.5532994923857872,9.644670050761421,1.5228426395939088,0.5076142131979695,1.015228426395939,5.583756345177665,250371,433,249,184,Lleida,23,Noguera,"Avellanes i Santa Linya, les",479,372,135,36.29032258064516,245,65.86021505376344,315,84.67741935483872,57,1,3,314,24,7.643312101910828,14,4.45859872611465,128,40.76433121019109,8,2.547770700636943,108,34.394904458598724,20,6.369426751592357,8,2.547770700636943
25038,Aitona,10283,aitona,Aitona,1416,902,63.7,514,36.3,PDeCAT,ERC,JxCat,PSC,33,Segrià,885,78,193,138,31,26,18,13,75,289,8.813559322033898,21.807909604519775,15.593220338983052,3.5028248587570623,2.937853107344633,2.0338983050847457,1.4689265536723164,8.47457627118644,32.655367231638415,250387,2567,1338,1229,Lleida,33,Segrià,Aitona,2415,1531,536,35.00979751796211,1009,65.9046374918354,1215,79.35989549314174,316,5,9,1210,158,13.057851239669422,131,10.826446280991735,508,41.98347107438016,25,2.066115702479339,278,22.975206611570247,28,2.3140495867768593,68,5.619834710743802
25039,Baix Pallars,14736,baix pallars,Baix Pallars,279,195,69.89,84,30.11,JxCat,ERC,CUP-G,PSC,26,Pallars Sobirà,193,22,48,56,2,32,14,3,2,3,11.398963730569948,24.870466321243523,29.015544041450774,1.0362694300518136,16.580310880829018,7.253886010362693,1.5544041450777202,1.0362694300518136,1.5544041450777202,250390,331,180,151,Lleida,26,Pallars Sobirà,Baix Pallars,361,267,65,24.344569288389515,165,61.79775280898876,233,87.26591760299625,34,0,2,233,16,6.866952789699571,3,1.2875536480686696,75,32.18884120171674,17,7.296137339055794,70,30.042918454935624,34,14.592274678111588,15,6.437768240343347
25040,Balaguer,13145,balaguer,Balaguer,10686,5349,50.06,5337,49.94,ERC,JxCat,PSC,CUP-G,23,Noguera,5232,866,1534,1392,260,340,146,177,172,213,16.551987767584098,29.31957186544342,26.605504587155966,4.969418960244648,6.498470948012232,2.790519877675841,3.38302752293578,3.2874617737003056,4.071100917431193,250404,17472,8953,8519,Lleida,23,Noguera,Balaguer,16485,10588,3325,31.40347563279184,6835,64.55421231582925,8284,78.23951643369853,2304,50,57,8234,1447,17.573475831916443,386,4.687879523925188,2542,30.871994170512508,288,3.4976924945348555,2246,27.277143551129463,368,4.4692737430167595,843,10.238037405878067
25041,Barbens,11188,barbens,Barbens,524,283,54.01,241,45.99,ERC,JxCat,PSC,CUP-G,27,Pla d'Urgell,279,27,97,90,8,15,4,2,5,14,9.67741935483871,34.76702508960574,32.25806451612903,2.867383512544803,5.376344086021505,1.4336917562724014,0.7168458781362007,1.7921146953405016,5.017921146953405,250411,878,468,410,Lleida,27,Pla d'Urgell,Barbens,875,556,240,43.16546762589928,397,71.40287769784173,464,83.45323741007195,92,3,3,461,45,9.761388286334057,14,3.036876355748373,175,37.960954446854664,18,3.9045553145336225,133,28.850325379609544,25,5.42299349240781,45,9.761388286334057
25042,"Baronia de Rialb, La",17902,"baronia de rialb, la","Baronia de Rialb, la",202,140,69.31,62,30.69,PDeCAT,ERC,JxCat,PSC,23,Noguera,139,8,34,31,1,4,2,1,1,56,5.755395683453238,24.46043165467626,22.302158273381295,0.7194244604316548,2.877697841726619,1.4388489208633095,0.7194244604316548,0.7194244604316548,40.28776978417266,250426,229,116,113,Lleida,23,Noguera,"Baronia de Rialb, la",235,207,80,38.64734299516908,136,65.70048309178745,175,84.54106280193237,32,2,4,173,12,6.9364161849710975,11,6.358381502890173,77,44.50867052023121,2,1.1560693641618496,41,23.699421965317917,13,7.514450867052023,10,5.780346820809249
25043,"Vall de Boí, La",16763,"vall de boí, la","Vall de Boí, la",819,498,60.81,321,39.19,ERC,JxCat,CUP-G,PSC,5,Alta Ribagorça,483,33,159,144,4,68,29,4,8,20,6.832298136645963,32.91925465838509,29.81366459627329,0.8281573498964804,14.078674948240167,6.004140786749482,0.8281573498964804,1.6563146997929608,4.140786749482402,250432,1019,543,476,Lleida,5,Alta Ribagorça,"Vall de Boí, la",992,809,261,32.26205191594561,458,56.61310259579728,657,81.21137206427689,152,5,4,652,29,4.447852760736196,6,0.9202453987730062,228,34.96932515337423,34,5.214723926380368,245,37.576687116564415,69,10.582822085889571,32,4.9079754601226995
25044,Bassella,13930,bassella,Bassella,180,130,72.22,50,27.78,JxCat,PDeCAT,ERC,CUP-G,4,Alt Urgell,127,10,23,38,3,13,3,2,6,28,7.874015748031496,18.11023622047244,29.92125984251969,2.3622047244094486,10.236220472440944,2.3622047244094486,1.574803149606299,4.724409448818897,22.04724409448819,250447,217,112,105,Lleida,4,Alt Urgell,Bassella,244,184,64,34.78260869565217,129,70.1086956521739,165,89.67391304347827,19,0,1,165,27,16.363636363636363,9,5.454545454545454,73,44.24242424242424,4,2.4242424242424243,39,23.636363636363637,7,4.242424242424243,4,2.4242424242424243
25045,Bausen,.,bausen,Bausen,59,25,42.37,34,57.63,PSC,CUP-G,ERC,ECP-PEC,39,Aran,24,5,3,2,0,5,3,2,2,1,20.833333333333336,12.5,8.333333333333332,0,20.833333333333336,12.5,8.333333333333332,8.333333333333332,4.166666666666666,250450,60,30,30,Lleida,39,Consell General d'Aran,Bausen,49,59,21,35.59322033898305,29,49.152542372881356,43,72.88135593220339,16,0,0,43,9,20.930232558139537,5,11.627906976744185,4,9.30232558139535,3,6.976744186046512,4,9.30232558139535,7,16.27906976744186,10,23.25581395348837
25046,Belianes,11638,belianes,Belianes,408,271,66.42,137,33.58,ERC,JxCat,CUP-G,PSC,38,Urgell,261,30,73,73,7,43,2,5,15,6,11.494252873563218,27.969348659003828,27.969348659003828,2.681992337164751,16.47509578544061,0.7662835249042145,1.9157088122605364,5.747126436781609,2.2988505747126435,250463,520,261,259,Lleida,38,Urgell,Belianes,555,406,165,40.64039408866995,323,79.55665024630541,366,90.14778325123153,40,0,0,366,24,6.557377049180328,22,6.0109289617486334,139,37.97814207650273,14,3.825136612021858,98,26.775956284153008,43,11.748633879781421,25,6.830601092896176
25047,Bellcaire d'Urgell,14083,bellcaire d'urgell,Bellcaire d'Urgell,946,665,70.3,281,29.7,ERC,JxCat,PSC,CUP-G,23,Noguera,659,53,261,187,16,50,8,10,18,43,8.042488619119878,39.60546282245827,28.376327769347498,2.4279210925644916,7.587253414264036,1.2139605462822458,1.5174506828528074,2.731411229135053,6.525037936267071,250479,1199,607,592,Lleida,23,Noguera,Bellcaire d'Urgell,1305,997,368,36.91073219658977,749,75.12537612838516,861,86.35907723169508,136,2,4,859,71,8.265424912689173,29,3.3760186263096625,368,42.84051222351572,15,1.7462165308498252,269,31.31548311990687,54,6.286379511059372,42,4.889406286379511
25048,Bell-lloc d'Urgell,15969,bell-lloc d'urgell,Bell-lloc d'Urgell,1639,1006,61.38,633,38.62,ERC,JxCat,PSC,PDeCAT,27,Pla d'Urgell,976,118,305,295,33,49,18,26,21,87,12.09016393442623,31.25,30.225409836065577,3.3811475409836067,5.020491803278689,1.8442622950819672,2.663934426229508,2.151639344262295,8.913934426229508,250485,2335,1159,1176,Lleida,27,Pla d'Urgell,Bell-lloc d'Urgell,2351,1646,608,36.93803159173755,1196,72.66099635479951,1404,85.29769137302551,242,10,14,1394,187,13.414634146341465,60,4.304160688665711,496,35.581061692969875,48,3.443328550932568,406,29.124820659971306,63,4.519368723098996,113,8.106169296987087
25049,Bellmunt d'Urgell,11576,bellmunt d'urgell,Bellmunt d'Urgell,150,107,71.33,43,28.67,PDeCAT,ERC,JxCat,CUP-G,23,Noguera,99,4,25,24,5,7,0,2,0,29,4.040404040404041,25.252525252525253,24.242424242424242,5.05050505050505,7.07070707070707,0,2.0202020202020203,0,29.292929292929294,250498,185,90,95,Lleida,23,Noguera,Bellmunt d'Urgell,192,153,52,33.98692810457516,104,67.97385620915033,130,84.9673202614379,23,5,0,125,21,16.8,2,1.6,44,35.199999999999996,3,2.4,40,32,11,8.799999999999999,4,3.2
25050,Bellpuig,12779,bellpuig,Bellpuig,3269,1846,56.47,1423,43.53,JxCat,ERC,PSC,CUP-G,38,Urgell,1825,183,576,601,37,168,42,31,37,116,10.027397260273972,31.561643835616437,32.93150684931507,2.0273972602739727,9.205479452054794,2.3013698630136985,1.6986301369863015,2.0273972602739727,6.3561643835616435,250501,5218,2774,2444,Lleida,38,Urgell,Bellpuig,4956,3254,1158,35.586969883220654,2126,65.33497234173325,2646,81.31530424093424,608,6,20,2640,261,9.886363636363637,74,2.803030303030303,1065,40.340909090909086,82,3.106060606060606,795,30.113636363636363,181,6.8560606060606055,147,5.568181818181818
25051,Bellver de Cerdanya,16755,bellver de cerdanya,Bellver de Cerdanya,1619,995,61.46,624,38.54,JxCat,ERC,PSC,CUP-G,15,Cerdanya,966,124,240,316,23,118,35,22,22,37,12.836438923395447,24.84472049689441,32.71221532091098,2.380952380952381,12.215320910973086,3.6231884057971016,2.2774327122153206,2.2774327122153206,3.8302277432712217,250518,2005,1035,970,Lleida,15,Cerdanya,Bellver de Cerdanya,2075,1523,525,34.47143795141169,947,62.17990807616546,1263,82.9284307288247,260,6,5,1257,146,11.614956245027845,26,2.0684168655529036,471,37.47016706443914,37,2.94351630867144,396,31.5035799522673,84,6.682577565632458,85,6.762132060461417
