codi,Municipi,RBM_pers17,mun,Nom.Municipi,Cens,Votants,perc_participacio,Abstenció,perc_abst,1rpartit,2npartit,3rpartit,4tpartit,Codi comarca,Nom comarca,Vots.valids,PSC,ERC,JxCAT,VOX,CUP,ECP,Cs,PP,PDeCAT,PSC.perc,ERC.perc,JxCAT.perc,VOX.perc,CUP.perc,ECP.perc,Cs.perc,PP.perc,PDeCAT.perc,CodiINE,Poblacio,Hombres,Mujeres
8144,Olvan,13863,olvan,Olvan,728,461,63.32,267,36.68,JxCat,ERC,CUP-G,PSC,14,Berguedà,451,37,120,155,14,62,7,8,14,19,8.2039911308204,26.607538802660752,34.368070953436806,3.1042128603104215,13.747228381374724,1.5521064301552108,1.7738359201773837,3.1042128603104215,4.212860310421286,81445,858,419,439
8145,Olèrdola,15605,olèrdola,Olèrdola,2797,1707,61.03,1090,38.97,JxCat,ERC,PSC,CUP-G,3,Alt Penedès,1675,303,411,422,95,152,94,57,32,78,18.089552238805968,24.537313432835823,25.19402985074627,5.6716417910447765,9.074626865671643,5.611940298507463,3.4029850746268657,1.9104477611940298,4.656716417910448,81458,3768,1955,1813
8146,Olesa de Bonesvalls,14899,olesa de bonesvalls,Olesa de Bonesvalls,1440,812,56.39,628,43.61,ERC,PSC,JxCat,VOX,3,Alt Penedès,794,175,197,116,90,40,61,62,20,10,22.040302267002517,24.811083123425693,14.609571788413097,11.335012594458437,5.037783375314862,7.682619647355164,7.8085642317380355,2.518891687657431,1.2594458438287155,81461,1840,968,872
8147,Olesa de Montserrat,14710,olesa de montserrat,Olesa de Montserrat,17547,9022,51.42,8525,48.58,ERC,PSC,JxCat,ECP-PEC,11,Baix Llobregat,8868,2062,2255,1515,617,622,652,584,181,151,23.252142534957148,25.42850699142986,17.083897158322056,6.957600360847993,7.013982859720342,7.352277852954443,6.585475868290483,2.041046459179071,1.7027514659449707,81477,24144,12058,12086
8148,Olivella,14910,olivella,Olivella,2445,1220,49.9,1225,50.1,PSC,ERC,VOX,JxCat,17,Garraf,1199,270,265,170,174,66,88,97,34,12,22.51876563803169,22.101751459549625,14.178482068390325,14.51209341117598,5.5045871559633035,7.339449541284404,8.090075062552128,2.835696413678065,1.0008340283569641,81483,3935,2054,1881
8149,Olost,15871,olost,Olost,968,570,58.88,398,41.12,JxCat,ERC,CUP-G,PSC,24,Osona,558,33,148,238,5,76,6,8,4,30,5.913978494623656,26.523297491039425,42.65232974910394,0.8960573476702508,13.620071684587815,1.0752688172043012,1.4336917562724014,0.7168458781362007,5.376344086021505,81496,1202,586,616
8150,Orís,16012,orís,Orís,265,178,67.17,87,32.83,JxCat,ERC,CUP-G,PSC,24,Osona,172,13,32,76,3,21,8,2,4,10,7.55813953488372,18.6046511627907,44.18604651162791,1.744186046511628,12.209302325581394,4.651162790697675,1.1627906976744187,2.3255813953488373,5.813953488372093,81509,322,164,158
8151,Oristà,16013,oristà,Oristà,449,300,66.82,149,33.18,JxCat,ERC,PDeCAT,CUP-G,24,Osona,295,19,65,116,4,31,7,4,5,40,6.440677966101695,22.033898305084744,39.32203389830509,1.3559322033898304,10.508474576271185,2.3728813559322033,1.3559322033898304,1.694915254237288,13.559322033898304,81516,549,282,267
8152,Orpí,17146,orpí,Orpí,115,84,73.04,31,26.96,JxCat,ERC,CUP-G,PSC,6,Anoia,84,4,28,31,2,14,1,0,0,3,4.761904761904762,33.33333333333333,36.904761904761905,2.380952380952381,16.666666666666664,1.1904761904761905,0,0,3.571428571428571,81521,151,79,72
8153,Òrrius,17476,òrrius,Òrrius,593,420,70.83,173,29.17,JxCat,ERC,CUP-G,PSC,21,Maresme,416,31,123,125,13,65,19,8,2,21,7.451923076923077,29.567307692307693,30.048076923076923,3.125,15.625,4.567307692307692,1.9230769230769231,0.4807692307692308,5.048076923076923,81537,758,387,371
8154,Pacs del Penedès,22909,pacs del penedès,Pacs del Penedès,699,444,63.52,255,36.48,JxCat,ERC,PSC,PDeCAT,3,Alt Penedès,437,61,101,121,21,33,25,18,12,35,13.958810068649885,23.112128146453088,27.68878718535469,4.805491990846682,7.551487414187644,5.720823798627003,4.118993135011442,2.745995423340961,8.009153318077804,81542,918,463,455
8155,Palafolls,13406,palafolls,Palafolls,7180,3698,51.5,3482,48.5,PSC,ERC,JxCat,VOX,21,Maresme,3628,902,873,575,336,201,269,225,68,60,24.86218302094818,24.06284454244763,15.848952590959206,9.26130099228225,5.540242557883132,7.414553472987873,6.2017640573318635,1.8743109151047408,1.6538037486218304,81555,9613,4814,4799
8156,Palau-solità i Plegamans,16686,palau-solità i plegamans,Palau-solità i Plegamans,11317,6222,54.98,5095,45.02,ERC,PSC,JxCat,VOX,40,Vallès Occidental,6123,1338,1522,1117,585,294,410,432,192,148,21.85203331700147,24.857096194675812,18.242691491099134,9.554140127388536,4.8015678588926995,6.696064020904785,7.055365017148457,3.135717785399314,2.4171157929119715,81568,14892,7289,7603
8157,Pallejà,17717,pallejà,Pallejà,8669,5052,58.28,3617,41.72,PSC,ERC,JxCat,VOX,11,Baix Llobregat,4992,1437,1109,617,476,204,431,376,154,76,28.786057692307693,22.215544871794872,12.359775641025642,9.535256410256409,4.086538461538462,8.633814102564102,7.532051282051282,3.084935897435898,1.5224358974358974,81574,11622,5794,5828
8158,"Papiol, El",16648,"papiol, el","Papiol, el",3160,1791,56.68,1369,43.32,ERC,PSC,JxCat,CUP-G,11,Baix Llobregat,1773,392,478,346,96,120,101,98,54,32,22.109419063733785,26.959954878736603,19.51494641849972,5.414551607445008,6.768189509306261,5.696559503666103,5.527354765933446,3.0456852791878175,1.804850535815003,81580,4172,2063,2109
8159,Parets del Vallès,16001,parets del vallès,Parets del Vallès,14302,7530,52.65,6772,47.35,PSC,ERC,JxCat,ECP-PEC,41,Vallès Oriental,7424,2148,1735,1063,593,393,607,414,214,97,28.933189655172413,23.370150862068968,14.31842672413793,7.9876077586206895,5.2936422413793105,8.176185344827585,5.576508620689656,2.882543103448276,1.306573275862069,81593,19071,9518,9553
8160,Perafita,16502,perafita,Perafita,329,210,63.83,119,36.17,JxCat,ERC,CUP-G,PDeCAT,24,Osona,203,7,52,89,4,25,7,0,3,8,3.4482758620689653,25.615763546798032,43.84236453201971,1.9704433497536946,12.31527093596059,3.4482758620689653,0,1.477832512315271,3.9408866995073892,81607,405,208,197
8161,Piera,13366,piera,Piera,12118,5209,42.99,6909,57.01,ERC,PSC,JxCat,VOX,6,Anoia,5150,1133,1303,804,575,349,312,288,162,104,22,25.30097087378641,15.611650485436893,11.165048543689322,6.776699029126214,6.058252427184466,5.592233009708738,3.1456310679611654,2.0194174757281553,81614,16134,8253,7881
8162,"Hostalets de Pierola, Els",14835,"hostalets de pierola, els","Hostalets de Pierola, els",2163,1148,53.07,1015,46.93,ERC,JxCat,PSC,CUP-G,6,Anoia,1133,184,338,227,87,112,59,48,38,18,16.24007060900265,29.832303618711386,20.03530450132392,7.67872903795234,9.885260370697264,5.207413945278023,4.236540158870256,3.3539276257722856,1.5887025595763458,81629,2980,1518,1462
8163,Pineda de Mar,12158,pineda de mar,Pineda de Mar,19992,9561,47.82,10431,52.18,PSC,ERC,JxCat,VOX,21,Maresme,9446,2520,2394,1435,1038,403,507,490,370,117,26.677958924412447,25.34406097819183,15.191615498623756,10.988778318865128,4.266356129578658,5.367351259792505,5.187380901969087,3.9170019055684944,1.238619521490578,81635,27984,13940,14044
8164,"Pla del Penedès, El",13933,"pla del penedès, el","Pla del Penedès, el",933,598,64.09,335,35.91,ERC,JxCat,CUP-G,PSC,3,Alt Penedès,590,60,189,150,21,70,27,14,7,37,10.16949152542373,32.03389830508475,25.423728813559322,3.5593220338983054,11.864406779661017,4.576271186440678,2.3728813559322033,1.1864406779661016,6.271186440677965,81640,1275,638,637
8165,"Pobla de Claramunt, La",14767,"pobla de claramunt, la","Pobla de Claramunt, la",1654,914,55.26,740,44.74,JxCat,ERC,PSC,CUP-G,6,Anoia,904,189,190,248,42,76,39,36,13,51,20.9070796460177,21.01769911504425,27.43362831858407,4.646017699115045,8.4070796460177,4.314159292035398,3.982300884955752,1.4380530973451326,5.641592920353982,81653,2185,1110,1075
8166,"Pobla de Lillet, La",16265,"pobla de lillet, la","Pobla de Lillet, la",933,547,58.63,386,41.37,JxCat,ERC,PSC,CUP-G,14,Berguedà,542,53,158,207,20,46,17,6,8,16,9.778597785977858,29.15129151291513,38.191881918819185,3.6900369003690034,8.487084870848708,3.136531365313653,1.107011070110701,1.4760147601476015,2.952029520295203,81666,1093,531,562
8167,Polinyà,14872,polinyà,Polinyà,6121,2976,48.62,3145,51.38,PSC,ERC,VOX,ECP-PEC,40,Vallès Occidental,2925,944,559,256,359,89,281,236,91,28,32.27350427350427,19.11111111111111,8.752136752136753,12.273504273504274,3.042735042735043,9.606837606837606,8.068376068376068,3.111111111111111,0.9572649572649573,81672,8504,4320,4184
8168,Pontons,13363,pontons,Pontons,382,209,54.71,173,45.29,JxCat,ERC,PP,CUP-G,3,Alt Penedès,205,15,35,72,12,18,7,4,32,8,7.317073170731707,17.073170731707318,35.12195121951219,5.853658536585367,8.780487804878048,3.414634146341464,1.951219512195122,15.609756097560975,3.902439024390244,81688,528,283,245
8169,"Prat de Llobregat, El",14835,"prat de llobregat, el","Prat de Llobregat, el",48655,23413,48.12,25242,51.88,PSC,ERC,ECP-PEC,VOX,11,Baix Llobregat,23131,8292,4115,1729,2177,773,2536,1744,983,234,35.847996195581686,17.78997881630712,7.474817344688946,9.41161212226017,3.341835631836064,10.963641865894253,7.539665384116553,4.249708183822576,1.0116294150706844,81691,65385,31951,33434
8170,"Prats de Rei, Els",15033,"prats de rei, els","Prats de Rei, els",443,269,60.72,174,39.28,JxCat,ERC,PSC,CUP-G,6,Anoia,259,31,50,116,7,18,7,5,4,13,11.96911196911197,19.305019305019304,44.78764478764479,2.7027027027027026,6.94980694980695,2.7027027027027026,1.9305019305019304,1.5444015444015444,5.019305019305019,81705,537,286,251
8171,Prats de Lluçanès,15736,prats de lluçanès,Prats de Lluçanès,2070,1251,60.43,819,39.57,JxCat,ERC,CUP-G,PSC,24,Osona,1224,70,339,537,29,123,25,13,12,53,5.718954248366013,27.696078431372552,43.872549019607845,2.369281045751634,10.049019607843137,2.042483660130719,1.0620915032679739,0.9803921568627451,4.330065359477124,81712,2604,1305,1299
8172,Premià de Mar,15922,premià de mar,Premià de Mar,20516,11130,54.25,9386,45.75,ERC,PSC,JxCat,ECP-PEC,21,Maresme,11031,2359,2566,2109,763,852,896,680,333,226,21.38518719970991,23.261716979421628,19.11884688604841,6.916870637294896,7.72368778895839,8.122563684162813,6.164445653159278,3.0187652977971173,2.0487716435499954,81727,28531,13913,14618
8174,Puigdàlber,15227,puigdàlber,Puigdàlber,403,278,68.98,125,31.02,JxCat,ERC,CUP-G,VOX,3,Alt Penedès,275,22,74,90,23,31,9,2,7,13,8,26.90909090909091,32.72727272727273,8.363636363636363,11.272727272727273,3.272727272727273,0.7272727272727273,2.5454545454545454,4.7272727272727275,81748,524,249,275
8175,Puig-reig,14990,puig-reig,Puig-reig,3356,1883,56.11,1473,43.89,JxCat,ERC,PSC,CUP-G,14,Berguedà,1850,175,535,613,51,171,56,42,44,100,9.45945945945946,28.91891891891892,33.13513513513514,2.7567567567567566,9.243243243243244,3.027027027027027,2.27027027027027,2.3783783783783785,5.405405405405405,81751,4295,2135,2160
8176,Pujalt,18459,pujalt,Pujalt,156,112,71.79,44,28.21,JxCat,ERC,CUP-G,PP,6,Anoia,107,5,24,48,4,10,4,2,6,1,4.672897196261682,22.429906542056074,44.85981308411215,3.7383177570093453,9.345794392523365,3.7383177570093453,1.8691588785046727,5.607476635514018,0.9345794392523363,81764,210,118,92
8177,"Quar, La",.,"quar, la","Quar, la",35,20,57.14,15,42.86,CUP-G,ERC,PDeCAT,JxCat,14,Berguedà,20,1,5,2,0,7,0,0,0,5,5,25,10,0,35,0,0,0,25,81770,49,26,23
8178,Rajadell,23559,rajadell,Rajadell,441,313,70.98,128,29.02,ERC,JxCat,CUP-G,PDeCAT,7,Bages,310,26,82,82,20,36,13,4,3,36,8.38709677419355,26.451612903225808,26.451612903225808,6.451612903225806,11.612903225806452,4.193548387096775,1.2903225806451613,0.967741935483871,11.612903225806452,81786,534,273,261
8179,Rellinars,14293,rellinars,Rellinars,666,377,56.61,289,43.39,ERC,JxCat,PSC,ECP-PEC,40,Vallès Occidental,369,44,121,79,15,31,32,25,4,9,11.924119241192411,32.79132791327913,21.40921409214092,4.0650406504065035,8.401084010840108,8.672086720867208,6.775067750677506,1.084010840108401,2.4390243902439024,81799,809,417,392
8180,Ripollet,13503,ripollet,Ripollet,27367,12991,47.47,14376,52.53,PSC,ERC,VOX,ECP-PEC,40,Vallès Occidental,12814,4352,2283,1043,1444,603,1295,924,472,141,33.96285312938973,17.816450756984548,8.13953488372093,11.268924613703762,4.705790541595131,10.106133916029343,7.21086311846418,3.6834712033713126,1.1003589823630404,81803,39179,19396,19783
8181,"Roca del Vallès, La",17507,"roca del vallès, la","Roca del Vallès, la",8173,4750,58.12,3423,41.88,PSC,ERC,JxCat,VOX,41,Vallès Oriental,4681,1214,1078,999,326,279,240,207,121,118,25.934629352702416,23.02926725058748,21.341593676564838,6.964323862422559,5.960264900662252,5.127109591967528,4.422132023071993,2.5849177526169624,2.5208288827173684,81810,10754,5356,5398
8182,"Pont de Vilomara i Rocafort, El",13213,"pont de vilomara i rocafort, el","Pont de Vilomara i Rocafort, el",2994,1379,46.06,1615,53.94,PSC,ERC,VOX,JxCat,7,Bages,1366,368,312,188,220,64,70,74,27,18,26.939970717423133,22.840409956076137,13.76281112737921,16.105417276720353,4.685212298682284,5.124450951683748,5.417276720351391,1.9765739385065886,1.3177159590043925,81825,3907,2007,1900
8183,Roda de Ter,14906,roda de ter,Roda de Ter,4586,2617,57.06,1969,42.94,JxCat,ERC,PSC,CUP-G,24,Osona,2584,251,642,1037,106,243,90,39,20,84,9.713622291021672,24.845201238390093,40.131578947368425,4.102167182662539,9.404024767801857,3.48297213622291,1.5092879256965945,0.7739938080495357,3.2507739938080498,81831,6490,3235,3255
8184,Rubí,14140,rubí,Rubí,55303,25531,46.17,29772,53.83,PSC,ERC,JxCat,VOX,40,Vallès Occidental,25186,7371,5194,2805,2760,1241,2205,1847,893,349,29.266259032796,20.622568093385212,11.137139680775034,10.958468990709124,4.927340586039863,8.754863813229571,7.33343921226078,3.5456205828634957,1.3856904629556104,81846,78591,38889,39702
8185,Rubió,16810,rubió,Rubió,197,120,60.91,77,39.09,ERC,JxCat,PDeCAT,CUP-G,6,Anoia,118,7,33,23,8,11,8,5,1,20,5.932203389830509,27.966101694915253,19.491525423728813,6.779661016949152,9.322033898305085,6.779661016949152,4.23728813559322,0.847457627118644,16.94915254237288,81859,239,134,105
8187,Sabadell,15124,sabadell,Sabadell,153952,81158,52.72,72794,47.28,PSC,ERC,JxCat,VOX,40,Vallès Occidental,80162,21648,16106,14034,6278,5019,6274,4894,2544,1707,27.0053142386667,20.091814076495098,17.507048227339634,7.831640927122577,6.261071330555625,7.826651031660886,6.10513709737781,3.173573513634889,2.129437888276241,81878,216520,105388,111132
8188,Sagàs,15916,sagàs,Sagàs,117,89,76.07,28,23.93,JxCat,ERC,CUP-G,PDeCAT,14,Berguedà,88,3,18,36,0,17,0,2,1,7,3.4090909090909087,20.454545454545457,40.909090909090914,0,19.318181818181817,0,2.272727272727273,1.1363636363636365,7.954545454545454,81884,145,77,68
8189,Sant Pere Sallavinera,18597,sant pere sallavinera,Sant Pere Sallavinera,123,104,84.55,19,15.45,JxCat,ERC,PDeCAT,CUP-G,6,Anoia,101,3,27,37,1,10,2,1,2,16,2.9702970297029703,26.732673267326735,36.633663366336634,0.9900990099009901,9.900990099009901,1.9801980198019802,0.9900990099009901,1.9801980198019802,15.841584158415841,81897,151,83,68
8190,Saldes,26485,saldes,Saldes,260,178,68.46,82,31.54,JxCat,ERC,CUP-G,PSC,14,Berguedà,172,9,52,59,0,27,8,6,1,8,5.232558139534884,30.23255813953488,34.30232558139535,0,15.69767441860465,4.651162790697675,3.488372093023256,0.5813953488372093,4.651162790697675,81901,278,159,119
8191,Sallent,15168,sallent,Sallent,5245,2898,55.25,2347,44.75,ERC,JxCat,PSC,CUP-G,7,Bages,2872,520,819,711,113,325,146,55,52,64,18.105849582172702,28.516713091922007,24.756267409470752,3.934540389972145,11.316155988857938,5.083565459610028,1.915041782729805,1.8105849582172702,2.2284122562674096,81918,6735,3260,3475
8192,Santpedor,17107,santpedor,Santpedor,5715,3518,61.56,2197,38.44,ERC,JxCat,PSC,CUP-G,7,Bages,3479,469,1080,988,147,318,145,73,48,138,13.480885311871226,31.043403276803677,28.39896521989077,4.225352112676056,9.140557631503306,4.167864328830124,2.098304110376545,1.3797068123023857,3.9666570853693592,81923,7604,3789,3815
8193,Sant Iscle de Vallalta,14341,sant iscle de vallalta,Sant Iscle de Vallalta,1022,570,55.77,452,44.23,JxCat,ERC,PSC,CUP-G,21,Maresme,556,55,162,166,39,46,38,16,9,15,9.892086330935252,29.136690647482016,29.856115107913666,7.014388489208632,8.273381294964029,6.83453237410072,2.877697841726619,1.618705035971223,2.697841726618705,81939,1342,712,630
8194,Sant Adrià de Besòs,12317,sant adrià de besòs,Sant Adrià de Besòs,25594,10242,40.64,14958,59.36,PSC,ERC,VOX,ECP-PEC,13,Barcelonès,10113,3448,1811,779,1223,376,853,844,484,78,34.09472955601701,17.907643627014732,7.702956590527045,12.093345199248493,3.7179867497280727,8.434688025313953,8.345693661623653,4.785919114011668,0.77128448531593,81944,37447,18369,19078
8195,Sant Agustí de Lluçanès,.,sant agustí de lluçanès,Sant Agustí de Lluçanès,80,57,71.25,23,28.75,JxCat,ERC,PDeCAT,CUP-G,24,Osona,51,1,8,26,1,4,2,1,1,6,1.9607843137254901,15.686274509803921,50.98039215686274,1.9607843137254901,7.8431372549019605,3.9215686274509802,1.9607843137254901,1.9607843137254901,11.76470588235294,81957,89,44,45
8196,Sant Andreu de la Barca,14746,sant andreu de la barca,Sant Andreu de la Barca,19510,9698,49.71,9812,50.29,PSC,ERC,VOX,Cs,11,Baix Llobregat,9566,3512,1758,603,1253,281,699,824,347,69,36.71335981601505,18.377587288312775,6.303575162032198,13.098473761237717,2.9374869328873094,7.30712941668409,8.613840685762074,3.627430482960485,0.7213046205310474,81960,27569,13644,13925
8197,Sant Andreu de Llavaneres,20911,sant andreu de llavaneres,Sant Andreu de Llavaneres,8082,4602,56.94,3480,43.06,JxCat,ERC,PSC,VOX,21,Maresme,4552,729,1011,1213,412,191,202,245,257,198,16.01493848857645,22.210017574692444,26.64762741652021,9.050966608084359,4.195957820738137,4.437609841827768,5.3822495606326886,5.645869947275923,4.349736379613357,81976,11133,5513,5620
8198,Sant Antoni de Vilamajor,17557,sant antoni de vilamajor,Sant Antoni de Vilamajor,4753,2773,58.34,1980,41.66,JxCat,ERC,PSC,CUP-G,41,Vallès Oriental,2729,363,697,824,149,259,130,106,58,76,13.30157566874313,25.540491022352512,30.19421033345548,5.459875412238915,9.490655917918652,4.763649688530598,3.884206669109564,2.125320630267497,2.784902894833272,81982,6208,3066,3142
8199,Sant Bartomeu del Grau,15938,sant bartomeu del grau,Sant Bartomeu del Grau,655,418,63.82,237,36.18,JxCat,ERC,PSC,CUP-G,24,Osona,408,58,79,157,11,39,13,10,5,22,14.215686274509803,19.362745098039216,38.48039215686275,2.696078431372549,9.558823529411764,3.1862745098039214,2.450980392156863,1.2254901960784315,5.392156862745098,81995,884,475,409
8200,Sant Boi de Llobregat,14434,sant boi de llobregat,Sant Boi de Llobregat,62112,30145,48.53,31967,51.47,PSC,ERC,ECP-PEC,VOX,11,Baix Llobregat,29768,10598,5673,2409,2800,1069,2942,2200,1125,258,35.60198871271164,19.057377049180328,8.092582639075516,9.406073636119324,3.591104541789841,9.883095941951089,7.390486428379468,3.779226014512228,0.8667024993281376,82009,84500,41235,43265
8201,Sant Boi de Lluçanès,16139,sant boi de lluçanès,Sant Boi de Lluçanès,465,303,65.16,162,34.84,JxCat,ERC,PSC,CUP-G,24,Osona,290,27,81,122,3,20,8,2,4,14,9.310344827586208,27.93103448275862,42.06896551724138,1.0344827586206897,6.896551724137931,2.7586206896551726,0.6896551724137931,1.3793103448275863,4.827586206896552,82016,580,293,287
8202,Sant Celoni,14791,sant celoni,Sant Celoni,13058,7012,53.7,6046,46.3,JxCat,ERC,PSC,CUP-G,41,Vallès Oriental,6925,1279,1605,2109,318,608,366,196,132,158,18.469314079422382,23.176895306859205,30.454873646209386,4.5920577617328515,8.779783393501805,5.285198555956678,2.8303249097472927,1.9061371841155237,2.2815884476534296,82021,18136,9032,9104
8203,Sant Cebrià de Vallalta,15423,sant cebrià de vallalta,Sant Cebrià de Vallalta,2523,1285,50.93,1238,49.07,JxCat,ERC,PSC,CUP-G,21,Maresme,1276,187,348,350,87,106,57,41,34,30,14.655172413793101,27.27272727272727,27.429467084639498,6.8181818181818175,8.307210031347962,4.467084639498433,3.213166144200627,2.664576802507837,2.3510971786833856,82037,3438,1791,1647
8204,Sant Climent de Llobregat,16439,sant climent de llobregat,Sant Climent de Llobregat,3173,1858,58.56,1315,41.44,PSC,ERC,JxCat,ECP-PEC,11,Baix Llobregat,1825,484,470,338,106,110,127,81,35,29,26.52054794520548,25.753424657534246,18.52054794520548,5.808219178082192,6.027397260273973,6.958904109589041,4.438356164383562,1.9178082191780823,1.5890410958904109,82042,4160,2097,2063
8205,Sant Cugat del Vallès,26569,sant cugat del vallès,Sant Cugat del Vallès,63270,42496,67.17,20774,32.83,JxCat,ERC,PSC,VOX,40,Vallès Occidental,42073,7312,7528,10243,3119,2836,2759,2668,2286,2412,17.379316901575834,17.892710289259146,24.345779953889668,7.41330544529746,6.740665034582749,6.557649799158605,6.3413590663846175,5.433413352981723,5.732892829130321,82055,92977,45216,47761
8206,Sant Cugat Sesgarrigues,15537,sant cugat sesgarrigues,Sant Cugat Sesgarrigues,741,530,71.52,211,28.48,ERC,JxCat,PSC,CUP-G,3,Alt Penedès,523,89,157,145,15,58,18,4,3,26,17.01720841300191,30.019120458891013,27.724665391969406,2.8680688336520075,11.089866156787762,3.4416826003824093,0.7648183556405354,0.5736137667304015,4.97131931166348,82068,1009,491,518
8207,Sant Esteve de Palautordera,18708,sant esteve de palautordera,Sant Esteve de Palautordera,2126,1467,69,659,31,JxCat,ERC,CUP-G,PSC,41,Vallès Oriental,1447,65,343,619,29,213,51,24,18,48,4.492052522460263,23.704215618521076,42.77816171389081,2.0041465100207327,14.720110573600554,3.5245335176226673,1.65860400829302,1.243953006219765,3.31720801658604,82074,2864,1412,1452
8208,Sant Esteve Sesrovires,18948,sant esteve sesrovires,Sant Esteve Sesrovires,5870,3336,56.83,2534,43.17,ERC,PSC,JxCat,VOX,11,Baix Llobregat,3301,824,841,523,251,164,249,228,107,42,24.962132687064525,25.47712814298697,15.843683732202363,7.603756437443199,4.968191457134202,7.54316873674644,6.906997879430475,3.241441987276583,1.2723417146319298,82080,7696,3862,3834
8209,Sant Fost de Campsentelles,17496,sant fost de campsentelles,Sant Fost de Campsentelles,7033,3565,50.69,3468,49.31,PSC,ERC,JxCat,VOX,41,Vallès Oriental,3526,843,776,633,355,145,241,232,173,68,23.908111174134998,22.007941009642654,17.95235394214407,10.06806579693704,4.112308564946114,6.83494044242768,6.579693703913783,4.906409529211571,1.9285309132161088,82093,8853,4408,4445
8210,Sant Feliu de Codines,14938,sant feliu de codines,Sant Feliu de Codines,4726,2402,50.83,2324,49.17,JxCat,ERC,PSC,CUP-G,41,Vallès Oriental,2365,329,654,725,91,234,96,43,52,79,13.911205073995772,27.653276955602536,30.655391120507396,3.8477801268498943,9.894291754756871,4.059196617336152,1.8181818181818181,2.1987315010570825,3.3403805496828753,82107,6363,3232,3131
8211,Sant Feliu de Llobregat,17087,sant feliu de llobregat,Sant Feliu de Llobregat,34115,19682,57.69,14433,42.31,PSC,ERC,JxCat,ECP-PEC,11,Baix Llobregat,19405,6026,3801,2226,1664,911,1748,1520,768,333,31.053852099974232,19.587735119814482,11.471270291162073,8.5751095078588,4.6946663231126,9.007987632053595,7.833032723524864,3.957742849780984,1.7160525637722235,82114,45467,22104,23363
8212,Sant Feliu Sasserra,15917,sant feliu sasserra,Sant Feliu Sasserra,481,343,71.31,138,28.69,JxCat,ERC,CUP-G,PSC,7,Bages,334,15,95,176,3,21,3,2,5,11,4.491017964071856,28.443113772455092,52.69461077844312,0.8982035928143712,6.287425149700598,0.8982035928143712,0.5988023952095809,1.4970059880239521,3.293413173652695,82129,605,319,286
8213,Sant Fruitós de Bages,17752,sant fruitós de bages,Sant Fruitós de Bages,6687,3751,56.09,2936,43.91,JxCat,ERC,PSC,CUP-G,7,Bages,3708,534,859,1200,196,280,173,125,68,194,14.401294498381878,23.166127292340885,32.362459546925564,5.285868392664509,7.5512405609492985,4.6655879180151025,3.3710895361380797,1.8338727076591153,5.2319309600862995,82135,8837,4348,4489
8214,Vilassar de Dalt,19306,vilassar de dalt,Vilassar de Dalt,7049,4154,58.93,2895,41.07,JxCat,ERC,PSC,CUP-G,21,Maresme,4108,566,1039,1213,220,339,217,161,126,143,13.777994157740995,25.2921129503408,29.527750730282378,5.355404089581304,8.252190847127556,5.282375851996105,3.9191820837390456,3.0671859785783835,3.481012658227848,82140,9072,4464,4608
8215,Sant Hipòlit de Voltregà,15779,sant hipòlit de voltregà,Sant Hipòlit de Voltregà,2618,1545,59.01,1073,40.99,JxCat,ERC,PSC,CUP-G,24,Osona,1514,175,311,660,57,147,34,19,28,47,11.55878467635403,20.541611624834875,43.59313077939234,3.7648612945838837,9.709379128137384,2.2457067371202113,1.2549537648612945,1.8494055482166447,3.104359313077939,82153,3540,1765,1775
8216,Sant Jaume de Frontanyà,.,sant jaume de frontanyà,Sant Jaume de Frontanyà,23,12,52.17,11,47.83,ERC,PSC,ECP-PEC,MPIC,14,Berguedà,12,4,6,0,0,0,1,0,0,0,33.33333333333333,50,0,0,0,8.333333333333332,0,0,0,82166,30,18,12
8217,Sant Joan Despí,18131,sant joan despí,Sant Joan Despí,25442,15106,59.37,10336,40.63,PSC,ERC,JxCat,ECP-PEC,11,Baix Llobregat,14907,5179,2634,1513,1349,500,1415,1136,595,284,34.742067485074124,17.6695512175488,10.14959415039914,9.049439860468237,3.354128932716174,9.492184879586771,7.620580935131146,3.991413429932247,1.9051452337827866,82172,34267,16692,17575
8218,Sant Joan de Vilatorrada,14740,sant joan de vilatorrada,Sant Joan de Vilatorrada,8032,4256,52.99,3776,47.01,PSC,JxCat,ERC,VOX,7,Bages,4218,993,909,962,319,256,266,227,102,108,23.541963015647227,21.55049786628734,22.807017543859647,7.562825983878615,6.069227121858701,6.306306306306306,5.381697486960644,2.418207681365576,2.5604551920341394,82188,10998,5521,5477
8219,Vilassar de Mar,19744,vilassar de mar,Vilassar de Mar,15803,9803,62.03,6000,37.97,JxCat,ERC,PSC,CUP-G,21,Maresme,9682,1637,2181,2588,496,808,673,429,290,381,16.9076637058459,22.526337533567446,26.73001445982235,5.122908489981408,8.345383185292295,6.951043172898161,4.430902706052469,2.995248915513324,3.9351373683123323,82191,21035,10186,10849
8220,Sant Julià de Vilatorta,20338,sant julià de vilatorta,Sant Julià de Vilatorta,2424,1824,75.25,600,24.75,JxCat,ERC,CUP-G,PSC,24,Osona,1807,78,400,963,26,173,21,12,12,77,4.316546762589928,22.136137244050914,53.292750415052566,1.4388489208633095,9.57387935805202,1.162147205312673,0.6640841173215274,0.6640841173215274,4.261206419479801,82205,3140,1559,1581
