codi,Municipi,RBM_pers17,mun,Nom.Municipi,Cens,Votants,perc_participacio,Abstenció,perc_abst,1rpartit,2npartit,3rpartit,4tpartit,Codi comarca,Nom comarca,Vots.valids,PSC,ERC,JxCAT,VOX,CUP,ECP,Cs,PP,PDeCAT,PSC.perc,ERC.perc,JxCAT.perc,VOX.perc,CUP.perc,ECP.perc,Cs.perc,PP.perc,PDeCAT.perc,CodiINE,Poblacio,Hombres,Mujeres
25913,Riu de Cerdanya,.,riu de cerdanya,Riu de Cerdanya,88,72,81.82,16,18.18,JxCat,ERC,CUP-G,PDeCAT,15,Cerdanya,72,2,25,27,1,8,2,1,0,3,2.7777777777777777,34.72222222222222,37.5,1.3888888888888888,11.11111111111111,2.7777777777777777,1.3888888888888888,0,4.166666666666666,259139,93,55,38
43001,Aiguamúrcia,12598,aiguamúrcia,Aiguamúrcia,739,404,54.67,335,45.33,ERC,JxCat,PSC,CUP-G,1,Alt Camp,397,64,106,99,16,51,25,12,5,10,16.120906801007557,26.700251889168765,24.937027707808564,4.030226700251889,12.846347607052897,6.297229219143577,3.022670025188917,1.2594458438287155,2.518891687657431,430017,930,483,447
43002,Albinyana,11850,albinyana,Albinyana,1933,849,43.92,1084,56.08,PSC,ERC,VOX,JxCat,12,Baix Penedès,827,218,159,99,103,31,44,64,33,68,26.360338573155985,19.226118500604596,11.970979443772672,12.4546553808948,3.7484885126964933,5.320435308343409,7.73881499395405,3.990326481257558,8.222490931076178,430022,2468,1273,1195
43003,"Albiol, L'",16904,"albiol, l'","Albiol, l'",357,190,53.22,167,46.78,ERC,PSC,JxCat,CUP-G,8,Baix Camp,188,37,48,34,10,15,13,11,7,7,19.680851063829788,25.53191489361702,18.085106382978726,5.319148936170213,7.9787234042553195,6.914893617021277,5.851063829787234,3.723404255319149,3.723404255319149,430038,500,272,228
43004,Alcanar,10805,alcanar,Alcanar,6381,2941,46.09,3440,53.91,ERC,JxCat,PSC,CUP-G,22,Montsià,2883,328,1158,543,168,264,114,69,72,50,11.377037807839056,40.16649323621228,18.834547346514046,5.82726326742976,9.157127991675338,3.954214360041623,2.3933402705515086,2.497398543184183,1.734304543877905,430043,9434,4782,4652
43005,Alcover,13761,alcover,Alcover,3681,1825,49.58,1856,50.42,ERC,JxCat,PSC,CUP-G,1,Alt Camp,1795,263,494,466,118,212,70,47,56,37,14.651810584958216,27.520891364902507,25.96100278551532,6.573816155988858,11.81058495821727,3.8997214484679668,2.618384401114206,3.1197771587743732,2.0612813370473537,430056,5144,2555,2589
43006,Aldover,12140,aldover,Aldover,686,358,52.19,328,47.81,ERC,JxCat,PSC,ECP-PEC,9,Baix Ebre,348,45,154,72,15,18,19,2,2,8,12.931034482758621,44.252873563218394,20.689655172413794,4.310344827586207,5.172413793103448,5.459770114942529,0.5747126436781609,0.5747126436781609,2.2988505747126435,430069,905,457,448
43007,"Aleixar, L'",13949,"aleixar, l'","Aleixar, l'",665,412,61.95,253,38.05,JxCat,ERC,CUP-G,PSC,8,Baix Camp,410,27,122,130,19,57,10,12,12,13,6.585365853658537,29.756097560975608,31.70731707317073,4.634146341463414,13.902439024390246,2.4390243902439024,2.9268292682926833,2.9268292682926833,3.1707317073170733,430075,893,458,435
43008,Alfara de Carles,11622,alfara de carles,Alfara de Carles,314,121,38.54,193,61.46,ERC,PSC,JxCat,VOX,9,Baix Ebre,118,19,35,19,15,12,2,2,10,3,16.101694915254235,29.66101694915254,16.101694915254235,12.711864406779661,10.16949152542373,1.694915254237288,1.694915254237288,8.47457627118644,2.5423728813559325,430081,376,201,175
43009,Alforja,13371,alforja,Alforja,1417,800,56.46,617,43.54,ERC,JxCat,PSC,CUP-G,8,Baix Camp,788,117,216,184,27,109,38,23,12,42,14.847715736040609,27.411167512690355,23.3502538071066,3.4263959390862944,13.83248730964467,4.822335025380711,2.918781725888325,1.5228426395939088,5.32994923857868,430094,1783,919,864
43010,Alió,13873,alió,Alió,349,202,57.88,147,42.12,JxCat,ERC,PSC,CUP-G,1,Alt Camp,201,22,51,67,11,20,10,3,3,8,10.945273631840797,25.37313432835821,33.33333333333333,5.472636815920398,9.950248756218906,4.975124378109453,1.4925373134328357,1.4925373134328357,3.9800995024875623,430108,458,219,239
43011,Almoster,20365,almoster,Almoster,1094,739,67.55,355,32.45,JxCat,ERC,CUP-G,PSC,8,Baix Camp,729,63,184,263,37,66,26,20,25,32,8.641975308641975,25.240054869684496,36.07681755829904,5.075445816186557,9.053497942386832,3.5665294924554183,2.7434842249657065,3.4293552812071333,4.38957475994513,430115,1341,674,667
43012,Altafulla,18551,altafulla,Altafulla,3810,2478,65.04,1332,34.96,ERC,PSC,JxCat,VOX,36,Tarragonès,2438,512,548,501,187,173,169,121,86,67,21.00082034454471,22.47744052502051,20.54963084495488,7.670221493027071,7.095980311730927,6.931911402789172,4.963084495488105,3.5274815422477444,2.7481542247744053,430120,5307,2579,2728
43013,"Ametlla de Mar, L'",12045,"ametlla de mar, l'","Ametlla de Mar, l'",4532,2406,53.09,2126,46.91,ERC,JxCat,PSC,VOX,9,Baix Ebre,2345,319,762,651,147,132,89,64,64,44,13.603411513859276,32.49466950959488,27.761194029850746,6.26865671641791,5.628997867803838,3.795309168443497,2.7292110874200426,2.7292110874200426,1.8763326226012793,430136,6866,3492,3374
43014,Amposta,11694,amposta,Amposta,14467,6663,46.06,7804,53.94,ERC,JxCat,PSC,CUP-G,22,Montsià,6455,980,2384,1226,335,445,295,173,151,143,15.182029434546862,36.93261037955074,18.993028659953524,5.189775367931835,6.893880712625871,4.570100697134005,2.6800929512006197,2.3392718822618126,2.2153369481022462,430141,21115,10675,10440
43015,Arbolí,17121,arbolí,Arbolí,111,90,81.08,21,18.92,ERC,JxCat,CUP-G,ECP-PEC,8,Baix Camp,87,0,39,22,0,10,8,0,0,4,0,44.827586206896555,25.287356321839084,0,11.494252873563218,9.195402298850574,0,0,4.597701149425287,430154,127,74,53
43016,"Arboç, L'",12425,"arboç, l'","Arboç, l'",3457,1871,54.12,1586,45.88,PSC,ERC,JxCat,VOX,12,Baix Penedès,1819,573,390,282,132,123,95,103,48,38,31.500824628916984,21.440351841671248,15.503023639362286,7.25673446948873,6.761957119296317,5.222649807586586,5.66245189664651,2.638812534359538,2.0890599230346347,430167,5609,2881,2728
43017,"Argentera, L'",21274,"argentera, l'","Argentera, l'",116,98,84.48,18,15.52,ERC,JxCat,CUP-G,PSC,8,Baix Camp,97,7,36,36,0,8,2,0,3,3,7.216494845360824,37.11340206185567,37.11340206185567,0,8.24742268041237,2.0618556701030926,0,3.0927835051546393,3.0927835051546393,430173,117,66,51
43018,Arnes,11033,arnes,Arnes,376,296,78.72,80,21.28,JxCat,ERC,PSC,CUP-G,37,Terra Alta,281,21,85,132,6,9,7,5,3,5,7.473309608540925,30.2491103202847,46.97508896797153,2.135231316725979,3.202846975088968,2.491103202846975,1.7793594306049825,1.0676156583629894,1.7793594306049825,430189,444,219,225
43019,Ascó,18909,ascó,Ascó,1297,702,54.12,595,45.88,ERC,JxCat,PSC,CUP-G,30,Ribera d'Ebre,688,100,256,140,24,46,19,31,28,25,14.534883720930234,37.2093023255814,20.348837209302324,3.488372093023256,6.686046511627906,2.761627906976744,4.505813953488372,4.069767441860465,3.6337209302325584,430192,1644,844,800
43020,Banyeres del Penedès,14097,banyeres del penedès,Banyeres del Penedès,2349,1199,51.04,1150,48.96,PSC,ERC,JxCat,VOX,12,Baix Penedès,1180,310,253,203,111,71,62,85,33,26,26.27118644067797,21.440677966101696,17.203389830508474,9.40677966101695,6.016949152542373,5.2542372881355925,7.203389830508475,2.7966101694915255,2.2033898305084745,430206,3207,1625,1582
43021,Barberà de la Conca,14474,barberà de la conca,Barberà de la Conca,334,208,62.28,126,37.72,JxCat,ERC,CUP-G,PDeCAT,16,Conca de Barberà,202,15,50,55,12,27,10,2,5,21,7.425742574257425,24.752475247524753,27.22772277227723,5.9405940594059405,13.366336633663368,4.9504950495049505,0.9900990099009901,2.4752475247524752,10.396039603960396,430213,471,260,211
43022,Batea,10256,batea,Batea,1430,895,62.59,535,37.41,PSC,ERC,JxCat,VOX,37,Terra Alta,880,304,229,135,72,37,19,14,42,15,34.54545454545455,26.022727272727273,15.340909090909092,8.181818181818182,4.204545454545454,2.159090909090909,1.5909090909090908,4.772727272727273,1.7045454545454544,430228,1901,949,952
43023,Bellmunt del Priorat,11009,bellmunt del priorat,Bellmunt del Priorat,209,151,72.25,58,27.75,ERC,CUP-G,JxCat,PSC,29,Priorat,147,20,54,25,1,25,4,0,0,7,13.60544217687075,36.734693877551024,17.006802721088434,0.6802721088435374,17.006802721088434,2.7210884353741496,0,0,4.761904761904762,430234,273,142,131
43024,Bellvei,11872,bellvei,Bellvei,1616,754,46.66,862,53.34,PSC,ERC,VOX,JxCat,12,Baix Penedès,742,168,166,90,104,45,45,51,28,26,22.641509433962266,22.371967654986523,12.129380053908356,14.016172506738545,6.064690026954178,6.064690026954178,6.873315363881402,3.7735849056603774,3.5040431266846364,430249,2237,1162,1075
43025,Benifallet,12054,benifallet,Benifallet,577,376,65.16,201,34.84,ERC,PSC,JxCat,ECP-PEC,9,Baix Ebre,370,112,122,55,12,19,19,4,11,8,30.270270270270274,32.972972972972975,14.864864864864865,3.2432432432432434,5.135135135135135,5.135135135135135,1.0810810810810811,2.9729729729729732,2.1621621621621623,430252,723,336,387
43026,Benissanet,11799,benissanet,Benissanet,764,502,65.71,262,34.29,ERC,JxCat,CUP-G,PSC,30,Ribera d'Ebre,494,47,166,156,20,52,8,6,11,13,9.51417004048583,33.603238866396765,31.57894736842105,4.048582995951417,10.526315789473683,1.6194331983805668,1.214574898785425,2.2267206477732793,2.631578947368421,430265,1140,630,510
43027,"Bisbal de Falset, La",10288,"bisbal de falset, la","Bisbal de Falset, la",169,128,75.74,41,24.26,JxCat,ERC,PDeCAT,PSC,29,Priorat,128,8,38,60,5,3,3,0,0,11,6.25,29.6875,46.875,3.90625,2.34375,2.34375,0,0,8.59375,430271,211,116,95
43028,"Bisbal del Penedès, La",12169,"bisbal del penedès, la","Bisbal del Penedès, la",2906,1177,40.5,1729,59.5,ERC,PSC,JxCat,VOX,12,Baix Penedès,1151,244,260,227,104,81,59,45,20,91,21.198957428323197,22.589052997393573,19.721980886185925,9.035621198957429,7.037358818418767,5.125977410947002,3.909643788010426,1.7376194613379672,7.90616854908775,430287,3631,1918,1713
43029,Blancafort,14868,blancafort,Blancafort,311,219,70.42,92,29.58,ERC,JxCat,CUP-G,ECP-PEC,16,Conca de Barberà,213,12,112,37,0,23,13,2,2,6,5.633802816901409,52.58215962441315,17.370892018779344,0,10.7981220657277,6.103286384976526,0.9389671361502347,0.9389671361502347,2.8169014084507045,430290,382,200,182
43030,Bonastre,11508,bonastre,Bonastre,505,298,59.01,207,40.99,ERC,JxCat,PSC,ECP-PEC,12,Baix Penedès,295,40,89,72,21,14,24,10,6,5,13.559322033898304,30.16949152542373,24.40677966101695,7.118644067796611,4.745762711864407,8.135593220338983,3.389830508474576,2.0338983050847457,1.694915254237288,430304,685,359,326
43031,"Borges del Camp, Les",13752,"borges del camp, les","Borges del Camp, les",1464,904,61.75,560,38.25,JxCat,ERC,CUP-G,PSC,8,Baix Camp,888,67,252,356,48,76,26,22,14,15,7.545045045045046,28.37837837837838,40.090090090090094,5.405405405405405,8.558558558558559,2.9279279279279278,2.4774774774774775,1.5765765765765765,1.6891891891891893,430311,2056,1053,1003
43032,Bot,11710,bot,Bot,454,324,71.37,130,28.63,JxCat,ERC,PSC,CUP-G,37,Terra Alta,320,54,89,91,18,22,10,5,9,14,16.875,27.8125,28.4375,5.625,6.875000000000001,3.125,1.5625,2.8125,4.375,430326,554,284,270
43033,Botarell,15219,botarell,Botarell,793,487,61.41,306,38.59,ERC,JxCat,PSC,CUP-G,8,Baix Camp,482,66,185,97,34,41,22,8,9,8,13.692946058091287,38.38174273858922,20.12448132780083,7.053941908713693,8.506224066390041,4.564315352697095,1.6597510373443984,1.8672199170124482,1.6597510373443984,430332,1077,552,525
43034,Bràfim,14008,bràfim,Bràfim,477,303,63.52,174,36.48,ERC,JxCat,PSC,CUP-G,1,Alt Camp,298,38,108,78,13,24,6,11,4,7,12.751677852348994,36.241610738255034,26.174496644295303,4.3624161073825505,8.053691275167784,2.013422818791946,3.691275167785235,1.342281879194631,2.348993288590604,430347,695,355,340
43035,Cabacés,10136,cabacés,Cabacés,238,164,68.91,74,31.09,ERC,JxCat,PSC,CUP-G,29,Priorat,155,18,60,35,3,13,2,3,4,7,11.612903225806452,38.70967741935484,22.58064516129032,1.935483870967742,8.38709677419355,1.2903225806451613,1.935483870967742,2.5806451612903225,4.516129032258064,430350,302,162,140
43036,Cabra del Camp,12177,cabra del camp,Cabra del Camp,901,380,42.18,521,57.82,JxCat,ERC,PSC,VOX,1,Alt Camp,375,58,81,97,41,35,11,18,12,13,15.466666666666667,21.6,25.866666666666667,10.933333333333334,9.333333333333334,2.933333333333333,4.8,3.2,3.4666666666666663,430363,1175,613,562
43037,Calafell,13135,calafell,Calafell,18875,8377,44.38,10498,55.62,PSC,ERC,JxCat,VOX,12,Baix Penedès,8197,2124,1728,1185,1025,338,538,564,360,156,25.91191899475418,21.0808832499695,14.456508478711724,12.504574844455288,4.12345980236672,6.563376845187263,6.880566060753934,4.391850677076979,1.9031352934000243,430379,27601,13887,13714
43038,Cambrils,15158,cambrils,Cambrils,22514,11263,50.03,11251,49.97,PSC,ERC,JxCat,VOX,8,Baix Camp,11082,2438,2094,1974,1458,510,603,919,606,235,21.999639054322326,18.89550622631294,17.81266919328641,13.156469951272335,4.60205739036275,5.441256090958311,8.292726944594838,5.468327016783974,2.1205558563436204,430385,34734,16990,17744
43039,Capafonts,.,capafonts,Capafonts,103,70,67.96,33,32.04,CUP-G,JxCat,ERC,PSC,8,Baix Camp,70,5,19,20,0,20,0,2,1,1,7.142857142857142,27.142857142857142,28.57142857142857,0,28.57142857142857,0,2.857142857142857,1.4285714285714286,1.4285714285714286,430398,111,58,53
43040,Capçanes,15241,capçanes,Capçanes,326,250,76.69,76,23.31,ERC,JxCat,CUP-G,ECP-PEC,29,Priorat,248,12,81,65,4,59,12,2,3,5,4.838709677419355,32.66129032258064,26.209677419354836,1.6129032258064515,23.790322580645164,4.838709677419355,0.8064516129032258,1.2096774193548387,2.0161290322580645,430402,392,197,195
43041,Caseres,9854,caseres,Caseres,204,110,53.92,94,46.08,ERC,JxCat,PSC,VOX,37,Terra Alta,106,13,48,16,11,5,1,2,8,1,12.264150943396226,45.28301886792453,15.09433962264151,10.377358490566039,4.716981132075472,0.9433962264150944,1.8867924528301887,7.547169811320755,0.9433962264150944,430419,237,117,120
43042,Castellvell del Camp,18831,castellvell del camp,Castellvell del Camp,2228,1411,63.33,817,36.67,JxCat,ERC,PSC,VOX,8,Baix Camp,1393,162,374,382,113,107,67,60,49,46,11.629576453697057,26.848528356066044,27.422828427853553,8.111988513998563,7.681263460157932,4.809763101220388,4.3072505384063176,3.5175879396984926,3.3022254127781765,430424,2828,1417,1411
43043,"Catllar, El",17079,"catllar, el","Catllar, el",3466,1976,57.01,1490,42.99,ERC,PSC,JxCat,VOX,36,Tarragonès,1950,394,449,347,196,157,118,127,89,32,20.205128205128204,23.025641025641026,17.794871794871796,10.051282051282051,8.051282051282051,6.051282051282051,6.512820512820512,4.564102564102565,1.641025641025641,430430,4557,2366,2191
43044,"Sénia, La",10564,"sénia, la","Sénia, la",3924,2001,50.99,1923,49.01,ERC,PSC,JxCat,VOX,22,Montsià,1945,401,542,224,213,132,125,106,115,24,20.616966580976865,27.866323907455016,11.516709511568124,10.951156812339331,6.786632390745501,6.426735218508997,5.4498714652956295,5.912596401028278,1.2339331619537275,430445,5640,2839,2801
43045,Colldejou,13757,colldejou,Colldejou,142,101,71.13,41,28.87,JxCat,ERC,CUP-G,PSC,8,Baix Camp,100,4,32,53,1,5,3,0,0,0,4,32,53,1,5,3,0,0,0,430458,168,93,75
43046,Conesa,18763,conesa,Conesa,89,61,68.54,28,31.46,ERC,JxCat,CUP-G,PSC,16,Conca de Barberà,60,5,24,14,1,5,3,1,0,4,8.333333333333332,40,23.333333333333332,1.6666666666666667,8.333333333333332,5,1.6666666666666667,0,6.666666666666667,430461,100,50,50
43047,Constantí,11219,constantí,Constantí,4254,1785,41.96,2469,58.04,PSC,ERC,VOX,JxCat,36,Tarragonès,1748,529,354,230,242,56,66,106,100,26,30.263157894736842,20.251716247139587,13.157894736842104,13.844393592677346,3.203661327231121,3.775743707093822,6.064073226544623,5.720823798627003,1.4874141876430207,430477,6665,3445,3220
43048,Corbera d'Ebre,11446,corbera d'ebre,Corbera d'Ebre,753,454,60.29,299,39.71,ERC,JxCat,PSC,ECP-PEC,37,Terra Alta,440,53,140,67,14,38,40,8,34,29,12.045454545454545,31.818181818181817,15.227272727272728,3.1818181818181817,8.636363636363637,9.090909090909092,1.8181818181818181,7.727272727272727,6.59090909090909,430483,1003,529,474
43049,Cornudella de Montsant,13423,cornudella de montsant,Cornudella de Montsant,737,504,68.39,233,31.61,ERC,JxCat,CUP-G,PSC,29,Priorat,496,39,174,143,9,61,20,8,5,12,7.862903225806452,35.08064516129033,28.830645161290324,1.8145161290322582,12.298387096774194,4.032258064516129,1.6129032258064515,1.0080645161290323,2.4193548387096775,430496,944,501,443
43050,Creixell,13119,creixell,Creixell,2779,1243,44.73,1536,55.27,PSC,ERC,JxCat,VOX,36,Tarragonès,1227,302,278,198,166,41,76,65,51,25,24.612876935615322,22.656886715566422,16.13691931540342,13.528932355338224,3.341483292583537,6.193969030154849,5.297473512632437,4.156479217603912,2.037489812550937,430509,3758,1895,1863
43051,Cunit,13011,cunit,Cunit,9595,4253,44.33,5342,55.67,PSC,ERC,VOX,Cs,12,Baix Penedès,4128,1297,770,368,559,115,309,368,191,62,31.419573643410853,18.6531007751938,8.914728682170542,13.541666666666666,2.785852713178295,7.4854651162790695,8.914728682170542,4.626937984496124,1.501937984496124,430516,13533,6650,6883
43052,Xerta,12596,xerta,Xerta,917,521,56.82,396,43.18,ERC,JxCat,PSC,CUP-G,9,Baix Ebre,503,61,193,119,24,43,11,8,4,12,12.127236580516898,38.36978131212724,23.658051689860834,4.7713717693836974,8.548707753479125,2.1868787276341948,1.5904572564612325,0.7952286282306162,2.3856858846918487,430521,1154,569,585
43053,Duesaigües,13463,duesaigües,Duesaigües,179,125,69.83,54,30.17,ERC,JxCat,PSC,CUP-G,8,Baix Camp,124,15,39,33,1,13,7,2,2,8,12.096774193548388,31.451612903225808,26.61290322580645,0.8064516129032258,10.483870967741936,5.64516129032258,1.6129032258064515,1.6129032258064515,6.451612903225806,430537,244,138,106
43054,"Espluga de Francolí, L'",14141,"espluga de francolí, l'","Espluga de Francolí, l'",2799,1522,54.38,1277,45.62,ERC,JxCat,CUP-G,PSC,16,Conca de Barberà,1499,136,514,478,28,188,27,20,13,54,9.072715143428953,34.2895263509006,31.88792528352235,1.8679119412941962,12.541694462975316,1.801200800533689,1.33422281521014,0.867244829886591,3.602401601067378,430542,3736,1830,1906
43055,Falset,14006,falset,Falset,1953,1361,69.69,592,30.31,ERC,JxCat,PSC,CUP-G,29,Priorat,1330,175,452,374,30,168,35,23,20,28,13.157894736842104,33.98496240601504,28.1203007518797,2.2556390977443606,12.631578947368421,2.631578947368421,1.7293233082706767,1.5037593984962405,2.1052631578947367,430555,2735,1359,1376
43056,"Fatarella, La",13328,"fatarella, la","Fatarella, la",791,507,64.1,284,35.9,ERC,JxCat,CUP-G,PSC,37,Terra Alta,490,31,197,113,11,69,6,9,22,21,6.326530612244897,40.20408163265306,23.06122448979592,2.2448979591836733,14.081632653061224,1.2244897959183674,1.8367346938775513,4.489795918367347,4.285714285714286,430568,926,451,475
43057,"Febró, La",.,"febró, la","Febró, la",39,28,71.79,11,28.21,JxCat,ERC,CUP-G,PSC,8,Baix Camp,28,2,8,12,1,2,0,0,0,0,7.142857142857142,28.57142857142857,42.857142857142854,3.571428571428571,7.142857142857142,0,0,0,0,430574,40,25,15
43058,"Figuera, La",11874,"figuera, la","Figuera, la",99,77,77.78,22,22.22,ERC,JxCat,CUP-G,PSC,29,Priorat,77,10,25,17,1,10,3,2,2,5,12.987012987012985,32.467532467532465,22.07792207792208,1.2987012987012987,12.987012987012985,3.896103896103896,2.5974025974025974,2.5974025974025974,6.493506493506493,430580,114,62,52
43059,Figuerola del Camp,15404,figuerola del camp,Figuerola del Camp,263,160,60.84,103,39.16,JxCat,ERC,CUP-G,PSC,1,Alt Camp,160,12,42,67,1,19,5,1,1,8,7.5,26.25,41.875,0.625,11.875,3.125,0.625,0.625,5,430593,329,164,165
43060,Flix,18031,flix,Flix,2650,1654,62.42,996,37.58,ERC,JxCat,CUP-G,PSC,30,Ribera d'Ebre,1620,197,574,425,32,200,63,37,36,15,12.160493827160494,35.432098765432094,26.234567901234566,1.9753086419753085,12.345679012345679,3.888888888888889,2.2839506172839505,2.2222222222222223,0.9259259259259258,430607,3410,1723,1687
43061,Forès,.,forès,Forès,40,25,62.5,15,37.5,PDeCAT,JxCat,VOX,ERC,16,Conca de Barberà,25,1,1,8,2,0,0,1,0,10,4,4,32,8,0,0,4,0,40,430614,43,26,17
43062,Freginals,11940,freginals,Freginals,264,181,68.56,83,31.44,JxCat,PSC,ERC,PP,22,Montsià,177,34,33,41,10,11,11,7,13,4,19.2090395480226,18.64406779661017,23.163841807909606,5.649717514124294,6.214689265536723,6.214689265536723,3.954802259887006,7.344632768361582,2.2598870056497176,430629,385,206,179
43063,"Galera, La",10396,"galera, la","Galera, la",531,267,50.28,264,49.72,ERC,PSC,VOX,PDeCAT,22,Montsià,259,44,67,29,33,22,14,1,11,30,16.988416988416986,25.868725868725868,11.196911196911197,12.741312741312742,8.494208494208493,5.405405405405405,0.3861003861003861,4.247104247104247,11.583011583011583,430635,736,382,354
43064,Gandesa,12481,gandesa,Gandesa,2052,1245,60.67,807,39.33,ERC,JxCat,PDeCAT,PSC,37,Terra Alta,1211,117,370,263,46,99,39,24,54,173,9.661436829066886,30.5532617671346,21.71758876961189,3.7985136251032205,8.175061932287365,3.2204789430222958,1.981833195706028,4.459124690338563,14.285714285714285,430640,3096,1589,1507
43065,Garcia,13163,garcia,Garcia,382,255,66.75,127,33.25,JxCat,ERC,CUP-G,PSC,30,Ribera d'Ebre,245,23,76,92,8,24,3,7,4,3,9.387755102040817,31.020408163265305,37.55102040816327,3.2653061224489797,9.795918367346939,1.2244897959183674,2.857142857142857,1.6326530612244898,1.2244897959183674,430653,527,259,268
43066,"Garidells, Els",14641,"garidells, els","Garidells, els",164,108,65.85,56,34.15,ERC,JxCat,PSC,CUP-G,1,Alt Camp,108,13,53,21,4,9,3,0,3,0,12.037037037037036,49.074074074074076,19.444444444444446,3.7037037037037033,8.333333333333332,2.7777777777777777,0,2.7777777777777777,0,430666,190,96,94
43067,Ginestar,11766,ginestar,Ginestar,534,388,72.66,146,27.34,ERC,JxCat,CUP-G,PSC,30,Ribera d'Ebre,377,31,160,108,7,34,12,1,1,13,8.222811671087534,42.44031830238727,28.647214854111407,1.8567639257294428,9.018567639257293,3.183023872679045,0.2652519893899204,0.2652519893899204,3.4482758620689653,430672,764,407,357
43068,Godall,10896,godall,Godall,493,238,48.28,255,51.72,ERC,PSC,VOX,JxCat,22,Montsià,232,51,70,20,33,13,11,10,18,6,21.982758620689655,30.17241379310345,8.620689655172415,14.224137931034484,5.603448275862069,4.741379310344827,4.310344827586207,7.758620689655173,2.586206896551724,430688,598,296,302
43069,Gratallops,14041,gratallops,Gratallops,192,139,72.4,53,27.6,ERC,JxCat,PSC,CUP-G,29,Priorat,129,15,52,31,4,10,6,5,5,1,11.627906976744185,40.310077519379846,24.031007751937985,3.10077519379845,7.751937984496124,4.651162790697675,3.875968992248062,3.875968992248062,0.7751937984496124,430691,237,128,109
43070,"Guiamets, Els",14773,"guiamets, els","Guiamets, els",247,177,71.66,70,28.34,ERC,CUP-G,JxCat,PSC,29,Priorat,177,19,57,31,2,48,4,5,5,2,10.734463276836157,32.20338983050847,17.51412429378531,1.1299435028248588,27.11864406779661,2.2598870056497176,2.824858757062147,2.824858757062147,1.1299435028248588,430705,278,133,145
43071,Horta de Sant Joan,11446,horta de sant joan,Horta de Sant Joan,877,487,55.53,390,44.47,JxCat,ERC,PSC,CUP-G,37,Terra Alta,473,63,120,142,15,62,16,8,27,11,13.31923890063425,25.36997885835095,30.021141649048626,3.171247357293869,13.107822410147993,3.382663847780127,1.6913319238900635,5.708245243128964,2.3255813953488373,430712,1146,599,547
43072,"Lloar, El",11802,"lloar, el","Lloar, el",91,69,75.82,22,24.18,ERC,JxCat,PSC,CUP-G,29,Priorat,67,10,26,12,5,7,0,1,3,1,14.925373134328357,38.80597014925373,17.91044776119403,7.462686567164178,10.44776119402985,0,1.4925373134328357,4.477611940298507,1.4925373134328357,430727,105,56,49
43073,Llorac,15725,llorac,Llorac,80,56,70,24,30,JxCat,ERC,PDeCAT,CUP-G,16,Conca de Barberà,55,2,14,22,1,3,2,0,1,8,3.6363636363636362,25.454545454545453,40,1.8181818181818181,5.454545454545454,3.6363636363636362,0,1.8181818181818181,14.545454545454545,430733,91,48,43
43074,Llorenç del Penedès,14048,llorenç del penedès,Llorenç del Penedès,1870,1075,57.49,795,42.51,ERC,JxCat,PSC,CUP-G,12,Baix Penedès,1061,129,320,281,51,120,29,26,13,63,12.158341187558905,30.16022620169651,26.48444863336475,4.806786050895382,11.310084825636192,2.7332704995287465,2.4505183788878417,1.2252591894439209,5.937794533459001,430748,2395,1180,1215
43075,Margalef,.,margalef,Margalef,85,55,64.71,30,35.29,JxCat,ERC,PSC,CUP-G,29,Priorat,53,5,15,21,2,4,1,0,0,4,9.433962264150944,28.30188679245283,39.62264150943396,3.7735849056603774,7.547169811320755,1.8867924528301887,0,0,7.547169811320755,430751,106,63,43
43076,Marçà,13431,marçà,Marçà,460,315,68.48,145,31.52,ERC,JxCat,CUP-G,PSC,29,Priorat,312,36,99,99,7,52,3,4,1,6,11.538461538461538,31.73076923076923,31.73076923076923,2.2435897435897436,16.666666666666664,0.9615384615384616,1.282051282051282,0.3205128205128205,1.9230769230769231,430764,600,312,288
43077,Mas de Barberans,10999,mas de barberans,Mas de Barberans,440,229,52.05,211,47.95,PSC,ERC,VOX,JxCat,22,Montsià,222,86,62,14,22,8,6,7,13,1,38.73873873873874,27.927927927927925,6.306306306306306,9.90990990990991,3.6036036036036037,2.7027027027027026,3.153153153153153,5.8558558558558556,0.45045045045045046,430770,564,281,283
43078,Masdenverge,12510,masdenverge,Masdenverge,858,480,55.94,378,44.06,JxCat,ERC,PSC,CUP-G,22,Montsià,473,75,124,150,18,30,11,8,20,9,15.856236786469344,26.215644820295985,31.712473572938688,3.8054968287526427,6.342494714587738,2.3255813953488373,1.6913319238900635,4.2283298097251585,1.9027484143763214,430786,1071,546,525
43079,Masllorenç,12170,masllorenç,Masllorenç,373,256,68.63,117,31.37,JxCat,ERC,PSC,CUP-G,12,Baix Penedès,248,35,73,78,15,22,9,5,1,10,14.112903225806454,29.435483870967744,31.451612903225808,6.048387096774194,8.870967741935484,3.6290322580645165,2.0161290322580645,0.4032258064516129,4.032258064516129,430799,505,274,231
43080,"Masó, La",15848,"masó, la","Masó, la",233,167,71.67,66,28.33,JxCat,ERC,CUP-G,PSC,1,Alt Camp,163,16,40,57,6,18,8,3,6,3,9.815950920245399,24.539877300613497,34.96932515337423,3.6809815950920246,11.042944785276074,4.9079754601226995,1.8404907975460123,3.6809815950920246,1.8404907975460123,430803,280,148,132
